OBJECTID,LOCATION_ID,COUNTY_ID,COUNTY_DESC,MUN_SORT,MUNICIPALITY,ROADNAME,ID_PREFIX,ID_RTE_NO,MP_SUFFIX,ID_MP,BEGIN_SECTION,END_SECTION,STATION_DESC,ROAD_SECTION,RURAL_URBAN,F_SYSTEM,F_SYSTEM_DESC,ROUTEID,ROUTEID_RH,MAIN_LINE,PEAK_HOUR_DIRECTION,NUM_LANES,COUNTED_FACTORED,STMP_SEQ,K_FACTOR,D_FACTOR,NORTH_EAST_SPLIT,SOUTH_WEST_SPLIT,AVMT,LINK,AADT_2010,AADT_2011,AADT_2012,AADT_2013,AADT_2014,AADT_2015,AADT_2016,AADT_2017,AADT_2018,AADT,AAWDT_2010,AAWDT_2011,AAWDT_2012,AAWDT_2013,AAWDT_2014,AAWDT_2015,AAWDT_2016,AAWDT_2017,AAWDT_2018,AAWDT,MOTORCYCLE_AADT,CAR_AADT,LIGHT_TRUCK_AADT,BUS_AADT,SINGLE_UNIT_AADT,COMBINATION_UNIT_AADT,LOC_ERROR,TRUCK_AADT,SUTRUCK_AADT_PCT_TRUCK,CUTRUCK__AADT_PCT_TRUCK,MCYCLE_AADT_PCT_OVERALL,CAR_AADT_PCT_OVERALL,LIGHT_TRUCK_AADT_PCT_OVERALL,BUS_AADT_PCT_OVERALL,SUTRUCK_AADT_PCT_OVERALL,CUTRUCK_AADT_PCT_OVERALL,TRUCK_AADT_PCT_OVERALL,NUM_LANES_ANNO,K_FACTOR_ANNO,D_FACTOR_ANNO,NORTH_EAST_SPLIT_ANNO,SOUTH_WEST_SPLIT_ANNO,AADT_2010_ANNO,AADT_2011_ANNO,AADT_2012_ANNO,AADT_2013_ANNO,AADT_2014_ANNO,AADT_2015_ANNO,AADT_2016_ANNO,AADT_2017_ANNO,AADT_2018_ANNO,AADT_ANNO,AAWDT_2010_ANNO,AAWDT_2011_ANNO,AAWDT_2012_ANNO,AAWDT_2013_ANNO,AAWDT_2014_ANNO,AAWDT_2015_ANNO,AAWDT_2016_ANNO,AAWDT_2017_ANNO,AAWDT_2018_ANNO,AAWDT_ANNO,MOTORCYCLE_AADT_ANNO,CAR_AADT_ANNO,BUS_AADT_ANNO,LIGHT_TRUCK_AADT_ANNO,SINGLE_UNIT_AADT_ANNO,COMBINATION_UNIT_AADT_ANNO,TRUCK_AADT_ANNO,longitude,latitude,_source_layer_title,_source_layer_url
5847,S2000150148,15.0,Montgomery,0.0,None,Ramp 2 Fr Is 495 Wb To Md 355 Nb,RP,495.0,  ,0.1,0.0,0.22,Exit 34 Ramp 2 Fr Is 495 Wb To Md 355 Nb,Exit 34 Ramp 02 Capital Beltway To Rockville Pike,Urban,1.0,Interstate,15000RP00495  02WWIS34        02,15000RP00495--103402,2.0,West,1.0,F,0.0,7.48,100.0,0.0,100.0,1.0071,https://maps.roads.maryland.gov/itms_public/?stationid=S2000150148,13303.0,14490.0,14561.0,14692.0,14683.0,15044.0,15365.0,12520.0,12451.0,12542.0,14103.0,15360.0,15441.0,15572.0,15423.0,15804.0,16135.0,13020.0,12951.0,13042.0,,,,,,,NO ERROR,,,,,,,,,,,1,7.48,100,0,100,"13,303","14,490","14,561","14,692","14,683","15,044","15,365","12,520","12,451","12,542","14,103","15,360","15,441","15,572","15,423","15,804","16,135","13,020","12,951","13,042",N/A,N/A,N/A,N/A,N/A,N/A,N/A,-77.10030560720647,39.01756941931222,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0
5848,S2002160053,16.0,Prince George's,0.0,None,Ramp 4 Fr Md 295 Nb To Riverdale Rd,RP,295.0,  ,0.11,0.0,0.22,Exit 5 Ramp 4 Fr Md 295 Nb To Riverdale Rd,Exit 5  Ramp 04 Baltimore Washington Pkwy To Riverdale Rd,Urban,2.0,Principal Arterial Other Freeways and Expressways,16000RP00295  02NNMD5         04,16000RP00295--100504,2.0,North,1.0,F,0.0,7.09,100.0,100.0,0.0,0.7037,https://maps.roads.maryland.gov/itms_public/?stationid=S2002160053,,6840.0,6791.0,6812.0,6793.0,6974.0,8630.0,8841.0,8762.0,8763.0,,0.0,7331.0,7362.0,7273.0,7464.0,9230.0,9461.0,9382.0,9293.0,,,,,,,NO ERROR,,,,,,,,,,,1,7.09,100,100,0,N/A,"6,840","6,791","6,812","6,793","6,974","8,630","8,841","8,762","8,763",N/A,0,"7,331","7,362","7,273","7,464","9,230","9,461","9,382","9,293",N/A,N/A,N/A,N/A,N/A,N/A,N/A,-76.90462347602917,38.959358794420936,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0
5851,B3151,16.0,Prince George's,0.0,None,Capital Beltway,IS,95.0,  ,10.38,9.69,10.78,Is95-.40 Mi S Of Md4,Forrestville Rd To Md 4,Urban,1.0,Interstate,16000IS00095  01NN**************,16000IS00095--1-----,1.0,North,8.0,F,1.0,6.46,50.72,50.02,49.98,81.0305,https://maps.roads.maryland.gov/itms_public/?stationid=B3151,185931.0,186122.0,184780.0,186441.0,186262.0,192760.0,196811.0,201532.0,202250.0,203671.0,197091.0,197292.0,195870.0,197631.0,195582.0,202400.0,206651.0,209592.0,210340.0,211821.0,535.0,164266.0,19476.0,887.0,9974.0,8533.0,NO ERROR,18507.0,,,0.00262679,0.80652621,0.09562481,0.00435506,0.04897113,0.041896,0.09086713,8,6.46,50.72,50.02,49.98,"185,931","186,122","184,780","186,441","186,262","192,760","196,811","201,532","202,250","203,671","197,091","197,292","195,870","197,631","195,582","202,400","206,651","209,592","210,340","211,821",535,"164,266",887,"19,476",9974,8533,18507,-76.87017980607814,38.834713610814994,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0
5859,B0748,2.0,Anne Arundel,0.0,None,Reece Rd,MD,174.0,  ,2.39,1.64,2.48,Md174-.10 Mi W Of Md170,Severn Rd To Md 170,Urban,4.0,Minor Arterial,02000MD00174  01EE**************,02000MD00174--1-----,1.0,West,3.0,F,0.0,8.0,52.3,47.88,52.12,6.3255,https://maps.roads.maryland.gov/itms_public/?stationid=B0748,17071.0,17142.0,18610.0,18651.0,18602.0,19093.0,19464.0,19935.0,20630.0,20631.0,18271.0,18512.0,20100.0,20141.0,19902.0,20433.0,20834.0,21335.0,22070.0,21871.0,24.0,17849.0,2215.0,137.0,355.0,51.0,NO ERROR,406.0,,,0.0011633,0.86515438,0.10736271,0.00664049,0.01720712,0.00247201,0.01967912,3,8,52.3,47.88,52.12,"17,071","17,142","18,610","18,651","18,602","19,093","19,464","19,935","20,630","20,631","18,271","18,512","20,100","20,141","19,902","20,433","20,834","21,335","22,070","21,871",24,"17,849",137,"2,215",355,51,406,-76.68767892276269,39.13683929239733,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0
5861,S2012151314,15.0,Montgomery,0.0,None,Ramp 1 Fr Md 200a Nb To Is 370 Wb,RP,370.0,  ,0.44,0.01,0.51,Exit 3 Ramp 1 Fr Md 200a Nb To Is 370 Wb,Exit 3  Ramp 01 Ramp 4 Fr Rp 1 (fr 200a Nb) To Md 200 Eb To No Name,Urban,1.0,Interstate,15000RP00370  02WWIS3         01,15000RP00370--100301,2.0,West,2.0,F,0.0,7.75,100.0,0.0,100.0,3.1649,https://maps.roads.maryland.gov/itms_public/?stationid=S2012151314,,,19310.0,19481.0,19462.0,19933.0,20354.0,17320.0,17221.0,17342.0,,,20470.0,20651.0,20442.0,20933.0,21374.0,18010.0,17911.0,18042.0,,,,,,,NO ERROR,,,,,,,,,,,2,7.75,100,0,100,N/A,N/A,"19,310","19,481","19,462","19,933","20,354","17,320","17,221","17,342",N/A,N/A,"20,470","20,651","20,442","20,933","21,374","18,010","17,911","18,042",N/A,N/A,N/A,N/A,N/A,N/A,N/A,-77.16768607711835,39.134625368673206,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0
5862,S1999160055,16.0,Prince George's,0.0,None,Ramp 6 Fr Is 95 Eb To Md 201 Sb,RP,95.0,  ,0.05,0.0,0.335,Exit 23 Ramp 6 Fr Is 95 Eb To Md 201,Exit 23 Ramp 06 Capital Beltway To Kenilworth Ave,Urban,1.0,Interstate,16000RP00095  02SSIS23        06,16000RP00095--102306,2.0,South,1.0,F,0.0,8.06,100.0,0.0,100.0,1.7039,https://maps.roads.maryland.gov/itms_public/?stationid=S1999160055,12672.0,12693.0,12880.0,13001.0,12992.0,13303.0,13584.0,13915.0,13835.0,13935.0,13432.0,13463.0,13650.0,13781.0,13642.0,13973.0,14264.0,14475.0,14395.0,14495.0,,,,,,,NO ERROR,,,,,,,,,,,1,8.06,100,0,100,"12,672","12,693","12,880","13,001","12,992","13,303","13,584","13,915","13,835","13,935","13,432","13,463","13,650","13,781","13,642","13,973","14,264","14,475","14,395","14,495",N/A,N/A,N/A,N/A,N/A,N/A,N/A,-76.89765571239252,39.005094929548456,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0
5866,B160029,16.0,Prince George's,11.0,Bladensburg,Tanglewood Dr,MU,100.0,  ,0.1,0.0,0.21,Tanglewood Dr-.10 Mi S Of Buchanan St,Us 1al To Tanglewood Dr (ahead),Urban,5.0,Major Collector,16011MU00100  01EE**************,16011MU00100--1-----,1.0,North,2.0,F,0.0,10.32,72.8,50.15,49.85,0.2715,https://maps.roads.maryland.gov/itms_public/?stationid=B160029,3265.0,3480.0,3451.0,3462.0,3450.0,3541.0,3612.0,3570.0,3541.0,3542.0,3505.0,3760.0,3731.0,3742.0,3690.0,3791.0,3872.0,3780.0,3751.0,3902.0,20.0,2400.0,824.0,28.0,146.0,124.0,NO ERROR,270.0,,,0.00564653,0.67758329,0.23263693,0.00790514,0.04121965,0.03500847,0.07622812,2,10.32,72.8,50.15,49.85,"3,265","3,480","3,451","3,462","3,450","3,541","3,612","3,570","3,541","3,542","3,505","3,760","3,731","3,742","3,690","3,791","3,872","3,780","3,751","3,902",20,"2,400",28,824,146,124,270,-76.94030408210897,38.94405190919692,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0
5871,B2837,15.0,Montgomery,0.0,None,University Blvd E,MD,193.0,  ,6.25,6.15,6.58,Md193-.10 Mi E Of Md320,Md 320 To Md 195,Urban,3.0,Principal Arterial Other,15000MD00193  01EE**************,15000MD00193--1-----,1.0,East,6.0,F,1.0,7.27,55.87,52.53,47.47,6.0145,https://maps.roads.maryland.gov/itms_public/?stationid=B2837,39181.0,39342.0,37150.0,37221.0,37112.0,39090.0,39831.0,40792.0,38320.0,38321.0,41921.0,42492.0,40120.0,40201.0,39712.0,41830.0,42621.0,43652.0,41000.0,40621.0,51.0,32729.0,4140.0,455.0,803.0,143.0,NO ERROR,946.0,,,0.00133086,0.85407479,0.10803476,0.01187339,0.02095457,0.00373164,0.0246862,6,7.27,55.87,52.53,47.47,"39,181","39,342","37,150","37,221","37,112","39,090","39,831","40,792","38,320","38,321","41,921","42,492","40,120","40,201","39,712","41,830","42,621","43,652","41,000","40,621",51,"32,729",455,"4,140",803,143,946,-76.99471293231876,38.99840756222948,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0
5873,S2010020056,2.0,Anne Arundel,0.0,None,Ramp 7 Fr Ramp 2 (fr Md32 Wb) To Md 175,RP,32.0,  ,0.03,0.0,0.07,Exit 6 Ramp 7 Fr Ramp 2 (fr Md 32 Wb) To Md 175 Sb,Exit 6  Ramp 07 Ramp 2 Fr Md 32 Wb To Md 175 Nb To Annapolis Rd,Urban,2.0,Principal Arterial Other Freeways and Expressways,02000RP00032  02SSMD6         07,02000RP00032--100607,2.0,South,1.0,F,0.0,11.5,100.0,0.0,100.0,0.0105,https://maps.roads.maryland.gov/itms_public/?stationid=S2010020056,230.0,231.0,230.0,231.0,232.0,243.0,254.0,265.0,410.0,411.0,250.0,251.0,250.0,251.0,252.0,263.0,274.0,285.0,440.0,441.0,,,,,,,NO ERROR,,,,,,,,,,,1,11.5,100,0,100,230,231,230,231,232,243,254,265,410,411,250,251,250,251,252,263,274,285,440,441,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-76.71846573265175,39.0939639544169,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0
5874,B2789,15.0,Montgomery,0.0,None,Dr Bird Rd,MD,182.0,  ,6.037,5.838,6.537,Md182-.50 Mi S Of Md108,Norwood Rd To Md 108,Urban,4.0,Minor Arterial,15000MD00182  01NN**************,15000MD00182--1-----,1.0,North,2.0,F,0.0,9.32,60.92,50.72,49.28,3.802,https://maps.roads.maryland.gov/itms_public/?stationid=B2789,13412.0,15210.0,15091.0,15122.0,15083.0,15484.0,15785.0,15030.0,14901.0,14902.0,14352.0,16430.0,16301.0,16332.0,16143.0,16574.0,16905.0,16080.0,15941.0,15802.0,37.0,12795.0,1426.0,53.0,505.0,86.0,NO ERROR,591.0,,,0.00248289,0.85860958,0.09569185,0.00355657,0.03388807,0.00577104,0.03965911,2,9.32,60.92,50.72,49.28,"13,412","15,210","15,091","15,122","15,083","15,484","15,785","15,030","14,901","14,902","14,352","16,430","16,301","16,332","16,143","16,574","16,905","16,080","15,941","15,802",37,"12,795",53,"1,426",505,86,591,-77.0359424094507,39.14017490119856,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0
5875,B160125,16.0,Prince George's,0.0,None,Burns Ct                                ,CO,5430.0,  ,0.03,0.0,0.06,Burns Ct-between Backus Dr & Backus Dr,Backus Dr To Backus Dr,Urban,7.0,Local,16000CO05430  01NN**************,16000CO05430--1-----,1.0,South,2.0,F,0.0,14.29,50.0,49.55,50.45,0.0012,https://maps.roads.maryland.gov/itms_public/?stationid=B160125,51.0,52.0,53.0,54.0,55.0,50.0,51.0,52.0,53.0,54.0,61.0,62.0,63.0,64.0,65.0,50.0,61.0,62.0,63.0,64.0,,,,,,,NO ERROR,,,,,,,,,,,2,14.29,50,49.55,50.45,51,52,53,54,55,50,51,52,53,54,61,62,63,64,65,50,61,62,63,64,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-76.79275145513459,39.00931266265047,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0
5878,B3158,16.0,Prince George's,0.0,None,University Blvd,MD,193.0,  ,0.43,0.33,0.91,Md193-.10 Mi E Of Md650,Md 650 To Md 212,Urban,3.0,Principal Arterial Other,16000MD00193  01EE**************,16000MD00193--1-----,1.0,East,6.0,F,2.0,7.12,52.26,50.75,49.25,8.5762,https://maps.roads.maryland.gov/itms_public/?stationid=B3158,37531.0,37682.0,36780.0,36851.0,36742.0,38320.0,39051.0,39992.0,38880.0,40511.0,40161.0,40702.0,39720.0,39801.0,39312.0,41000.0,41791.0,42792.0,41600.0,41211.0,,,,,,,NO ERROR,,,,,,,,,,,6,7.12,52.26,50.75,49.25,"37,531","37,682","36,780","36,851","36,742","38,320","39,051","39,992","38,880","40,511","40,161","40,702","39,720","39,801","39,312","41,000","41,791","42,792","41,600","41,211",N/A,N/A,N/A,N/A,N/A,N/A,N/A,-76.98616209550468,38.98782731669001,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0
5879,B160037,16.0,Prince George's,0.0,None,Auth Way,CO,3584.0,  ,0.1,0.0,1.004,Auth Way-.10 Mi N Of Md5,Md 5 To Capital Gateway Dr (ahead),Urban,5.0,Major Collector,16000CO03584  01NN**************,16000CO03584--1-----,1.0,South,3.0,F,0.0,8.98,67.67,37.16,62.84,5.0249,https://maps.roads.maryland.gov/itms_public/?stationid=B160037,8695.0,9240.0,9171.0,9192.0,10170.0,10431.0,10632.0,13830.0,13711.0,13712.0,9305.0,9980.0,9911.0,9932.0,10880.0,11161.0,11382.0,14660.0,14531.0,15082.0,205.0,11877.0,1122.0,84.0,264.0,160.0,NO ERROR,424.0,,,0.01495041,0.86617561,0.08182614,0.00612602,0.01925321,0.01166861,0.03092182,3,8.98,67.67,37.16,62.84,"8,695","9,240","9,171","9,192","10,170","10,431","10,632","13,830","13,711","13,712","9,305","9,980","9,911","9,932","10,880","11,161","11,382","14,660","14,531","15,082",205,"11,877",84,"1,122",264,160,424,-76.9231223560126,38.8264545354391,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0
5882,S2004160097,16.0,Prince George's,0.0,None,Ramp 7 Fr Allentown Rd Wb To Md 5 Sb,RP,5.0,  ,0.01,0.0,0.03,Exit 10 Ramp 7 Fr Allentown Rd Wb To Md 5 Sb,Exit 10 Ramp 07 Allentown Rd To Ramp 6 Fr Allentown Rd To Ramp 7,Urban,2.0,Principal Arterial Other Freeways and Expressways,16000RP00005  02EEMD10        07,16000RP00005--101007,2.0,East,2.0,C,0.0,10.11,100.0,100.0,0.0,0.0724,https://maps.roads.maryland.gov/itms_public/?stationid=S2004160097,6473.0,6504.0,6455.0,6330.0,6311.0,6482.0,6613.0,6774.0,6715.0,6610.0,6933.0,7024.0,6975.0,6840.0,6751.0,6942.0,7083.0,7254.0,7195.0,7010.0,,,,,,,NO ERROR,,,,,,,,,,,2,10.11,100,100,0,"6,473","6,504","6,455","6,330","6,311","6,482","6,613","6,774","6,715","6,610","6,933","7,024","6,975","6,840","6,751","6,942","7,083","7,254","7,195","7,010",N/A,N/A,N/A,N/A,N/A,N/A,N/A,-76.90609592257769,38.80469522753736,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0
5883,S2010020004,2.0,Anne Arundel,0.0,None,Ramp 1 Fr Md 295 Nb To Md 175 Wb,RP,295.0,  ,0.1,0.0,0.18,Exit 6 Ramp 1 Fr Md 295 Nb To Md 175 Wb,Exit 6  Ramp 01 Baltimore Washington Pkwy To Annapolis Rd,Urban,2.0,Principal Arterial Other Freeways and Expressways,02000RP00295  02NNMD6         01,02000RP00295--100601,2.0,West,1.0,F,0.0,8.27,100.0,0.0,100.0,0.121,https://maps.roads.maryland.gov/itms_public/?stationid=S2010020004,1680.0,1691.0,1682.0,1693.0,1870.0,1921.0,1962.0,1860.0,1841.0,1842.0,1800.0,1831.0,1822.0,1833.0,2000.0,2061.0,2102.0,1990.0,1971.0,1952.0,,,,,,,NO ERROR,,,,,,,,,,,1,8.27,100,0,100,"1,680","1,691","1,682","1,693","1,870","1,921","1,962","1,860","1,841","1,842","1,800","1,831","1,822","1,833","2,000","2,061","2,102","1,990","1,971","1,952",N/A,N/A,N/A,N/A,N/A,N/A,N/A,-76.75380584220459,39.14020952901518,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0
5886,S2012150666,15.0,Montgomery,0.0,None,Arcola Ave,CO,124.0,  ,0.67,0.51,1.41,Arcola Ave - Between Amherst Ave & Nairn Rd,Amherst Ave To Kemp Mill Rd,Urban,5.0,Major Collector,15000CO00124  01EE**************,15000CO00124--1-----,1.0,East,2.0,F,0.0,8.32,55.68,51.02,48.98,5.0691,https://maps.roads.maryland.gov/itms_public/?stationid=S2012150666,,,14890.0,14921.0,14882.0,15273.0,15564.0,15945.0,15430.0,15431.0,,,16080.0,16121.0,15922.0,16343.0,16654.0,16905.0,16360.0,16971.0,,,,,,,NO ERROR,,,,,,,,,,,2,8.32,55.68,51.02,48.98,N/A,N/A,"14,890","14,921","14,882","15,273","15,564","15,945","15,430","15,431",N/A,N/A,"16,080","16,121","15,922","16,343","16,654","16,905","16,360","16,971",N/A,N/A,N/A,N/A,N/A,N/A,N/A,-77.04548345381257,39.04720396705481,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0
5888,S2000160214,16.0,Prince George's,0.0,None,Ramp 6 Fr Md 4 Eb To Is 95 Sb,RP,95.0,  ,0.1,0.0,0.33,Exit 11 Ramp 6 Fr Md 4 Eb To Is 95 Sb,Exit 11 Ramp 06 Pennsylvania Ave To Capital Beltway,Urban,1.0,Interstate,16000RP00095  02SSIS11        06,16000RP00095--101106,2.0,South,1.0,F,0.0,6.62,100.0,0.0,100.0,1.0579,https://maps.roads.maryland.gov/itms_public/?stationid=S2000160214,7700.0,7711.0,7752.0,7823.0,7824.0,8015.0,8560.0,8771.0,8722.0,8783.0,8160.0,8171.0,8222.0,8293.0,8224.0,8425.0,8990.0,9121.0,9072.0,9133.0,,,,,,,NO ERROR,,,,,,,,,,,1,6.62,100,0,100,"7,700","7,711","7,752","7,823","7,824","8,015","8,560","8,771","8,722","8,783","8,160","8,171","8,222","8,293","8,224","8,425","8,990","9,121","9,072","9,133",N/A,N/A,N/A,N/A,N/A,N/A,N/A,-76.87044112060441,38.839976755477146,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0
5890,S1997160075,16.0,Prince George's,0.0,None,Ramp 3 Fr Md 214 Eb To Is 95 Nb,RP,95.0,  ,0.08,0.0,0.22,Exit 15 Ramp 3 Fr Md 214 Eb To Is 95 Nb,Exit 15 Ramp 03 Central Ave To Capital Beltway,Urban,1.0,Interstate,16000RP00095  02SSIS15        03,16000RP00095--101503,2.0,North,1.0,F,0.0,7.26,100.0,100.0,0.0,0.7975,https://maps.roads.maryland.gov/itms_public/?stationid=S1997160075,8760.0,8771.0,8822.0,8903.0,8894.0,10230.0,10451.0,10702.0,9860.0,9931.0,9290.0,9301.0,9352.0,9443.0,9344.0,10740.0,10971.0,11132.0,10250.0,10331.0,,,,,,,NO ERROR,,,,,,,,,,,1,7.26,100,100,0,"8,760","8,771","8,822","8,903","8,894","10,230","10,451","10,702","9,860","9,931","9,290","9,301","9,352","9,443","9,344","10,740","10,971","11,132","10,250","10,331",N/A,N/A,N/A,N/A,N/A,N/A,N/A,-76.84490311571648,38.8918451221461,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0
5897,B150030,15.0,Montgomery,0.0,None,Great Seneca Hwy,CO,4226.0,  ,0.4,0.0,0.5,Great Seneca Hwy-.10 Mi S Of Md28,Darnestown Rd To Md 28,Urban,4.0,Minor Arterial,15000CO04226  01NN**************,15000CO04226--1-----,1.0,South,4.0,F,0.0,10.8,73.05,49.13,50.87,2.5116,https://maps.roads.maryland.gov/itms_public/?stationid=B150030,13722.0,12030.0,11931.0,11962.0,12990.0,13331.0,13582.0,13880.0,13761.0,13762.0,14682.0,12990.0,12891.0,12922.0,13900.0,14261.0,14532.0,14850.0,14721.0,14592.0,22.0,12042.0,1123.0,33.0,457.0,85.0,NO ERROR,542.0,,,0.0015986,0.87501817,0.08160151,0.00239791,0.03320738,0.00617643,0.03938381,4,10.8,73.05,49.13,50.87,"13,722","12,030","11,931","11,962","12,990","13,331","13,582","13,880","13,761","13,762","14,682","12,990","12,891","12,922","13,900","14,261","14,532","14,850","14,721","14,592",22,"12,042",33,"1,123",457,85,542,-77.2055737540197,39.1021016647858,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0
5900,S2012150932,15.0,Montgomery,85.0,Kensington,Plyers Mill Rd,MU,300.0,  ,1.8,1.5,1.84,Plyers Mill Rd - Between Md 192 & Nash Pl,Plyers Mill Rd (back) To Concord St,Urban,4.0,Minor Arterial,15085MU00300  01NN**************,15085MU00300--1-----,1.0,North,3.0,F,0.0,9.83,62.75,50.78,49.22,0.8564,https://maps.roads.maryland.gov/itms_public/?stationid=S2012150932,,,6520.0,6531.0,6512.0,6683.0,6814.0,6985.0,6900.0,6901.0,,,7040.0,7051.0,6972.0,7153.0,7294.0,7475.0,7380.0,7321.0,,,,,,,NO ERROR,,,,,,,,,,,3,9.83,62.75,50.78,49.22,N/A,N/A,"6,520","6,531","6,512","6,683","6,814","6,985","6,900","6,901",N/A,N/A,"7,040","7,051","6,972","7,153","7,294","7,475","7,380","7,321",N/A,N/A,N/A,N/A,N/A,N/A,N/A,-77.07404123356295,39.029758511018095,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0
5905,S2010160070,16.0,Prince George's,0.0,None,Ramp 5 Fr Md 717 Sb To Md 4 Eb,RP,4.0,  ,0.01,0.0,0.02,Exit 2 Ramp 5 Fr Md 717 Sb To Md 4 Eb ,Exit 2  Ramp 05 Water St To Ramp 4 Fr Md 717 Nb To Ramp 5,Urban,2.0,Principal Arterial Other Freeways and Expressways,16000RP00004  02EEMD2         05,16000RP00004--100205,2.0,East,1.0,F,0.0,17.17,100.0,100.0,0.0,0.0156,https://maps.roads.maryland.gov/itms_public/?stationid=S2010160070,2250.0,2261.0,2242.0,2253.0,2254.0,2315.0,2250.0,2150.0,2131.0,2132.0,2410.0,2441.0,2422.0,2433.0,2414.0,2485.0,2410.0,2300.0,2281.0,2262.0,,,,,,,NO ERROR,,,,,,,,,,,1,17.17,100,100,0,"2,250","2,261","2,242","2,253","2,254","2,315","2,250","2,150","2,131","2,132","2,410","2,441","2,422","2,433","2,414","2,485","2,410","2,300","2,281","2,262",N/A,N/A,N/A,N/A,N/A,N/A,N/A,-76.74943255414398,38.812287018388346,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0
5907,S2012150901,15.0,Montgomery,0.0,None,Darnestown Rd,CO,7009.0,  ,1.87,1.09,1.91,Darnestown Rd - Between Hi Wood Dr & Md 28,Shady Grove Rd To Md 28,Urban,4.0,Minor Arterial,15000CO07009  01EE**************,15000CO07009--1-----,1.0,West,5.0,F,0.0,7.63,60.41,50.38,49.62,5.9264,https://maps.roads.maryland.gov/itms_public/?stationid=S2012150901,,,19710.0,19751.0,19692.0,20203.0,20594.0,21095.0,19800.0,19801.0,,,21290.0,21331.0,21072.0,21623.0,22044.0,22575.0,21190.0,20991.0,,,,,,,NO ERROR,,,,,,,,,,,5,7.63,60.41,50.38,49.62,N/A,N/A,"19,710","19,751","19,692","20,203","20,594","21,095","19,800","19,801",N/A,N/A,"21,290","21,331","21,072","21,623","22,044","22,575","21,190","20,991",N/A,N/A,N/A,N/A,N/A,N/A,N/A,-77.18320011053416,39.0926199223321,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0
5908,B3279,16.0,Prince George's,0.0,None,Annapolis Rd,MD,450.0,  ,1.72,1.521,3.44,Md450-.20 Mi E Of Md295,Md 295 To Md 410,Urban,4.0,Minor Arterial,16000MD00450  01EE**************,16000MD00450--1-----,1.0,East,5.0,F,1.0,7.44,64.45,51.31,48.69,25.7347,https://maps.roads.maryland.gov/itms_public/?stationid=B3279,33651.0,33792.0,35890.0,35961.0,35852.0,36783.0,37484.0,38385.0,36740.0,36741.0,36011.0,36502.0,38760.0,38841.0,38362.0,39363.0,40114.0,41075.0,39310.0,38951.0,,,,,,,NO ERROR,,,,,,,,,,,5,7.44,64.45,51.31,48.69,"33,651","33,792","35,890","35,961","35,852","36,783","37,484","38,385","36,740","36,741","36,011","36,502","38,760","38,841","38,362","39,363","40,114","41,075","39,310","38,951",N/A,N/A,N/A,N/A,N/A,N/A,N/A,-76.91075266414474,38.93868407751704,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0
