link_id,observed_volume,count_id,road_name,route_id,county
mdot_aadt_B0915_9227,11804.00000000,B0915,Philadelphia Rd,03000MD00007  01EE**************,Baltimore
mdot_aadt_B240081_9228,8502.00000000,B240081,Taylor Ave,24999MU00696  01NN**************,Baltimore City
mdot_aadt_B3659_9229,2333.00000000,B3659,North Sandgates Rd,18000MD00472  01NN**************,St. Mary's
mdot_aadt_B1210_9230,22570.00000000,B1210,York Rd,24000MD00045  01NN**************,Baltimore City
mdot_aadt_S2011120703_9231,7352.00000000,S2011120703,Plumtree Rd,12000CO00247  01WW**************,Harford
mdot_aadt_S2011020767_9232,12032.00000000,S2011020767,Chesapeake Ave,02003MU00600  01NN**************,Anne Arundel
mdot_aadt_S2011160017_9233,6100.00000000,S2011160017,Ramp 9 Fr Is 295 Sb To Natl Harbor Blvd,16000RP00095  02SSIS2         09,Prince George's
mdot_aadt_B4146_9234,8480.00000000,B4146,Camden Ave,22061MU00039  01NN**************,Wicomico
mdot_aadt_S2000030034_9235,3621.00000000,S2000030034,Ramp 3 Fr Md 150 Eb To Ramp 1 (to Md695),03000RP00695  02WWMD38        03,Baltimore
mdot_aadt_S1998070014_9236,2380.00000000,S1998070014,Ramp 6 Fr Is 95 Eb To Md 279 Sb,07000RP00095  02EEIS109       06,Cecil
mdot_aadt_S2012030204_9237,11711.00000000,S2012030204,Stemmers Run Rd,03000CO04728  01SS**************,Baltimore
mdot_aadt_S1997100009_9238,14451.00000000,S1997100009,Ramp 2 Fr Is 70 Wb To Us 40 Nb,10000RP00070  02WWIS53        02,Frederick
mdot_aadt_V2013000296_9239,2362.00000000,V2013000296,Ramp 1 Fr Is 695 Wb To Md 372 Wb,03000RP00695  02WWIS12B       01,Baltimore
mdot_aadt_B0538_9240,4883.00000000,B0538,Bedford Rd,01000MD00807  01NN**************,Allegany
mdot_aadt_B160131_9241,22202.00000000,B160131,Contee Rd,16000CO00006  01WW**************,Prince George's
mdot_aadt_S2003030032_9242,6611.00000000,S2003030032,Ramp 4 Fr Md 542 Nb To Is 695 Eb,03000RP00695  02NNIS29B       04,Baltimore
mdot_aadt_V2013000758_9243,593.00000000,V2013000758,Ramp 8 Fr Md 290 Sb To Us 301 Wb,17000RP00301  02SSUS106       08,Queen Anne's
mdot_aadt_V2013000171_9244,10841.00000000,V2013000171,Ramp 2 Fr Is 70 Wb To Is 695 Nb,03000RP00070  02WWIS91        02,Baltimore
mdot_aadt_S2011020893_9245,13461.00000000,S2011020893,8th Ave Nw,02000CO00512  01WW**************,Anne Arundel
mdot_aadt_B2843_9246,36672.00000000,B2843,Sandy Spring Rd,15000MD00198  01EE**************,Montgomery
mdot_aadt_B150032_9247,13752.00000000,B150032,Nicholson La,15000CO04242  01EE**************,Montgomery
mdot_aadt_V2013000476_9248,14503.00000000,V2013000476,Ramp 2 Fr Md 32 Wb To Broken Land Pkwy,13000RP00032  02WWMD14        02,Howard
mdot_aadt_B160007_9249,5612.00000000,B160007,Oak Grove Rd,16000CO00101  01EE**************,Prince George's
mdot_aadt_S2010010068_9250,123.00000000,S2010010068,Ramp 4 Fr Orleans Rd Nb To Is 68 Eb,01000RP00068  02EEIS68        04,Allegany
mdot_aadt_S2010160071_9251,1620.00000000,S2010160071,Ramp 8 Fr Md 717 Sb To Md 4 Wb,16000RP00004  02WWMD2         08,Prince George's
mdot_aadt_S2005160011_9252,981.00000000,S2005160011,Ramp 5 Fr Us 301 Sb To Md 214 Eb,16000RP00301  02SSUS20        05,Prince George's
mdot_aadt_S2010130071_9253,3163.00000000,S2010130071,Ramp 3 Fr Md 32 Eb To Old Columbia Rd,13000RP00032  02SSMD15        03,Howard
mdot_aadt_B0714_9254,18403.00000000,B0714,Furnace Branch Rd,02000MD00270  01NN**************,Anne Arundel
mdot_aadt_S2011160012_9255,13242.00000000,S2011160012,Ramp 1 Fr Natl Harbor Blvd To Is 95 Ls,16000RP00095  02NNIS2         01,Prince George's
mdot_aadt_S2000150027_9256,8720.00000000,S2000150027,Ramp 4 Fr Ramp 1 To Shady Grove Rd,15000RP00270  02EEIS8         04,Montgomery
mdot_aadt_B020050_9257,24331.00000000,B020050,Quarterfield Rd,02000MD00174  01EE**************,Anne Arundel
mdot_aadt_B120007_9258,1092.00000000,B120007,Foster Knoll Dr,12000CO01180  01SS**************,Harford
mdot_aadt_B3225_9259,7255.00000000,B3225,Suitland Rd,16000MD00218  01EE**************,Prince George's
mdot_aadt_S2007150050_9260,535.00000000,S2007150050,Ramp 6 Fr Md 121 Eb To Ramp 7 (to Is270),15000RP00270  02SSIS18        06,Montgomery
mdot_aadt_V2013000255_9261,8213.00000000,V2013000255,Ramp 3 Fr Is 695 Eb To Greenspring Ave,03000RP00695  02EEIS22        03,Baltimore
mdot_aadt_V2013000633_9262,11982.00000000,V2013000633,Ramp 2 Fr Is 95 Ls To Is 295 Nb,16000RP00095  02WWIS2         02,Prince George's
mdot_aadt_B240227_9263,10162.00000000,B240227,St Paul St (nb Couplet),24000MD00139  01NN**************,Baltimore City
mdot_aadt_B3166_9264,55324.00000000,B3166,Greenbelt Rd,16000MD00193  01EE**************,Prince George's
mdot_aadt_S2012241380_9265,421.00000000,S2012241380,Key Ave,24999MU02815  01SS**************,Baltimore City
mdot_aadt_B080092_9266,19311.00000000,B080092,St Charles Pkwy,08000CO00623  01SS**************,Charles
mdot_aadt_S2000210019_9267,2603.00000000,S2000210019,Ramp 3 Fr Us 11 Eb To Is 81 Nb,21000RP00081  02EEIS2         03,Washington
mdot_aadt_S2004020057_9268,2143.00000000,S2004020057,Ramp 7 Fr Us 50 Wb To Md 2 Sb,02000RP00050  02NNUS27        07,Anne Arundel
mdot_aadt_S2013240322_9269,5650.00000000,S2013240322,Ramp 4 Fr Ft Armistead Rd To Md 695 Eb,24000RP00695  02NNMD1         04,Baltimore City
mdot_aadt_S2011160017_9270,6100.00000000,S2011160017,Ramp 9 Fr Is 295 Sb To Natl Harbor Blvd,16000RP00095  02SSIS2         09,Prince George's
mdot_aadt_S2005020025_9271,4032.00000000,S2005020025,Ramp 4 Fr Md 10 Nb To Md 695 Eb,02000RP00010  02NNMD7         04,Anne Arundel
mdot_aadt_S2001150112_9272,3942.00000000,S2001150112,Ramp 3 Fr Md 927 Eb To Is 270 Nb,15000RP00270  02EEIS4         03,Montgomery
mdot_aadt_B240065_9273,18361.00000000,B240065,Quarantine Rd,24999MU04420  01NN**************,Baltimore City
mdot_aadt_B0603_9274,19772.00000000,B0603,Solomons Island Rd,02000MD00002  01NN**************,Anne Arundel
mdot_aadt_S2001030110_9275,3030.00000000,S2001030110,Ramp 2 Fr Greenspring Dr To Is 83 Nb,03000RP00083  02EEIS16        02,Baltimore
mdot_aadt_S2011220612_9276,2242.00000000,S2011220612,E Church St,22133MU00520  01WW**************,Wicomico
mdot_aadt_S2006100039_9277,11474.00000000,S2006100039,Ramp 1 Fr Us 15 Nb To W Patrick St Wb,10000RP00015  02NNUS13        01,Frederick
mdot_aadt_B3717_9278,1260.00000000,B3717,Deal Island Rd,19000MD00363  01EE**************,Somerset
mdot_aadt_S2008030091_9279,3060.00000000,S2008030091,Glyndon Dr,03000CO00684  01WW**************,Baltimore
mdot_aadt_S2012161035_9280,7921.00000000,S2012161035,Parkland Dr,16000CO00086  01SS**************,Prince George's
mdot_aadt_S2007020021_9281,1420.00000000,S2007020021,Ramp 10 Fr Ramp 4 (fr Md295 Nb) To Md 32,02000RP00295  02EEMD4         10,Anne Arundel
mdot_aadt_B220001_9282,3110.00000000,B220001,Riverside Dr,22000CO00153  01SS**************,Wicomico
mdot_aadt_S2005150088_9283,3412.00000000,S2005150088,Ramp 5 Fr Ramp 8 (fr Is270) To Md 189 Eb,15000RP00270  02SSIS5         05,Montgomery
mdot_aadt_S2010160062_9284,2623.00000000,S2010160062,Ramp 4 Fr Md 726 Nb To Md 4 Eb,16000RP00004  02EEMD1         04,Prince George's
mdot_aadt_B100005_9285,18391.00000000,B100005,New Design Rd,10000CO00324  01NN**************,Frederick
mdot_aadt_S2012241409_9286,4641.00000000,S2012241409,S Lakewood Ave,24999MU01165  01SS**************,Baltimore City
mdot_aadt_B2886_9287,4311.00000000,B2886,Dale Dr,15000CO07074  01EE**************,Montgomery
mdot_aadt_S2010100066_9288,1563.00000000,S2010100066,Ramp 8 Fr Us 15 Sb To Md 15c,10000RP00015  02SSUS28        08,Frederick
mdot_aadt_B0639_9289,45110.00000000,B0639,Southern Md Blvd,16000MD00004  01NN**************,Prince George's
mdot_aadt_S2011030952_9290,1781.00000000,S2011030952,Sacred Heart La,03000CO00462  01SS**************,Baltimore
mdot_aadt_B4107_9291,29561.00000000,B4107,Ocean Hwy,22000US00013  01NN**************,Wicomico
mdot_aadt_S2011090577_9292,532.00000000,S2011090577,East New Market Rd,09048MU00001  01NN**************,Dorchester
mdot_aadt_S2010010030_9293,360.00000000,S2010010030,Ramp 5 Fr Md 639 Sb To Ramp 4 (to Is 68),01000RP00068  02NNIS44        05,Allegany
mdot_aadt_S2010100061_9294,1032.00000000,S2010100061,Ramp 7 Fr Ramp 2 (fr Us15) To W 7th St,10000RP00015  02WWUS15        07,Frederick
mdot_aadt_S2005130030_9295,6131.00000000,S2005130030,Mayfield Ave,13000CO00134  01EE**************,Howard
mdot_aadt_S2001210011_9296,5025.00000000,S2001210011,Governor Lane Blvd,21000CO00667  01SS**************,Washington
mdot_aadt_S2012240431_9297,9611.00000000,S2012240431,W Cold Spring La,24999MU02100  01EE**************,Baltimore City
mdot_aadt_S2010030132_9298,2210.00000000,S2010030132,Ramp 8 Fr Is 83 Sb To Padonia Rd Wb,03000RP00083  02WWIS17        08,Baltimore
mdot_aadt_S1997160071_9299,1423.00000000,S1997160071,Ramp 1 Fr Md 704 Nb To Md 202 Wb,16000RP00202  02WWMD10        01,Prince George's
mdot_aadt_S2012161011_9300,6491.00000000,S2012161011,Green Castle Rd                         ,16000CO00018  01WW**************,Prince George's
mdot_aadt_B3657_9301,1160.00000000,B3657,Oakley Rd,18000MD00470  01NN**************,St. Mary's
mdot_aadt_S2012150958_9302,9331.00000000,S2012150958,Mannakee St,15130MU01902  01NN**************,Montgomery
mdot_aadt_S2011030994_9303,3501.00000000,S2011030994,Carville Ave,03000CO03060  01SS**************,Baltimore
mdot_aadt_B020060_9304,77390.00000000,B020060,Blue Star Memorial Hwy,02000US00050  01EE**************,Anne Arundel
mdot_aadt_S2013240308_9305,2040.00000000,S2013240308,S Highland Ave,24999MU02965  01NN**************,Baltimore City
mdot_aadt_B150064_9306,49701.00000000,B150064,Shady Grove Rd,15000CO00212  01NN**************,Montgomery
mdot_aadt_B190009_9307,330.00000000,B190009,Polks Rd,19000CO00301  01NN**************,Somerset
mdot_aadt_S2000150194_9308,10372.00000000,S2000150194,Ramp 2 Fr Is 495 Wb To Md 650 Nb,15000RP00495  02WWIS28        02,Montgomery
mdot_aadt_B2935_9309,51420.00000000,B2935,Montrose Rd,15000CO00144  01EE**************,Montgomery
mdot_aadt_S2010160090_9310,874.00000000,S2010160090,Ramp 4 Fr Md 5 Nb To Md 5p Eb,16000RP00005  02NNMD11        04,Prince George's
mdot_aadt_S2011180624_9311,2531.00000000,S2011180624,Mattapany Rd                            ,18000CO00357  01EE**************,St. Mary's
mdot_aadt_S2010010034_9312,140.00000000,S2010010034,Ramp 4 Fr Md 952 Nb To Is 68 Eb,01000RP00068  02WWIS45        04,Allegany
mdot_aadt_B3345_9313,5840.00000000,B3345,Brandywine Rd,16000MD00381  01NN**************,Prince George's
mdot_aadt_S2010160049_9314,13233.00000000,S2010160049,Powder Mill Rd,16000CO01786  01WW**************,Prince George's
mdot_aadt_V2013000089_9315,3863.00000000,V2013000089,Ramp 2 Fr Md 648e Wb To Is 97 Nb,02000RP00097  02NNIS16        02,Anne Arundel
mdot_aadt_S2013010316_9316,1335.00000000,S2013010316,N Allegany St,01041MU00060  01SS**************,Allegany
mdot_aadt_S1997160090_9317,3001.00000000,S1997160090,Ramp 4 Fr Is 95 Nb To Md 202 Eb,16000RP00095  02NNIS17        04,Prince George's
mdot_aadt_S2011241014_9318,4511.00000000,S2011241014,S Beechfield Ave,24999MU02700  01NN**************,Baltimore City
mdot_aadt_B2017_9319,3151.00000000,B2017,Point Of Rocks Rd,10000MD00464  01EE**************,Frederick
mdot_aadt_V2013000245_9320,15631.00000000,V2013000245,Ramp 4 Fr Is 695 Nb To Md 122 Eb,03000RP00695  02NNIS17        04,Baltimore
mdot_aadt_S2014030331_9321,2252.00000000,S2014030331,Dogwood Rd,03000CO02356  01EE**************,Baltimore
mdot_aadt_S2012161018_9322,8111.00000000,S2012161018,Hillmeade Rd,16000CO00041  01NN**************,Prince George's
mdot_aadt_S2010020067_9323,3713.00000000,S2010020067,Ramp 2 Fr Md 270 Wb To Md 10 Nb,02000RP00010  02NNMD5         02,Anne Arundel
mdot_aadt_S2010210028_9324,613.00000000,S2010210028,Ramp 2 Fr Is 70 Wb To Md 615 Nb,21000RP00070  02WWIS5         02,Washington
mdot_aadt_T0002_9325,18634.00000000,T0002,Crain Hwy,08000US00301  01NN**************,Charles
mdot_aadt_S2000020045_9326,3184.00000000,S2000020045,Ramp 7 Fr Md 32 Wb To Md 3 Sb,02000RP00003  02NNMD7         07,Anne Arundel
mdot_aadt_S2000210032_9327,5713.00000000,S2000210032,Ramp 2 Fr Halfway Blvd Wb To Is 81 Nb,21000RP00081  02WWIS5         02,Washington
mdot_aadt_B1326_9328,2551.00000000,B1326,Mackall Rd,04000CO00209  01NN**************,Calvert
mdot_aadt_S2010210033_9329,573.00000000,S2010210033,Ramp 1 Fr Md 56 Nb To Ramp 8 (to Is 70),21000RP00070  02WWIS12        01,Washington
mdot_aadt_B1955_9330,871.00000000,B1955,Motters Station Rd,10000MD00076  01NN**************,Frederick
mdot_aadt_B160102_9331,5372.00000000,B160102,Old Marlboro Pike,16000CO04461  01NN**************,Prince George's
mdot_aadt_S2007100010_9332,6620.00000000,S2007100010,Ramp 3 Fr Is 70 Eb To South St,10000RP00070  02EEIS55        03,Frederick
mdot_aadt_S1999160225_9333,2342.00000000,S1999160225,Ramp 9 Fr Md 3 Nb To Ramp 4 (to Md 3e),16000RP00003  02NNMD1         09,Prince George's
mdot_aadt_S2017080322_9334,2822.00000000,S2017080322,Vfw Rd,08000CO00260  01NN**************,Charles
mdot_aadt_S2012241382_9335,331.00000000,S2012241382,Lancaster St,24999MU06040  01EE**************,Baltimore City
mdot_aadt_B2806_9336,52612.00000000,B2806,Old Georgetown Rd,15000MD00187  01NN**************,Montgomery
mdot_aadt_B2730_9337,4813.00000000,B2730,Kemptown Rd,15000MD00080  01EE**************,Montgomery
mdot_aadt_B1973_9338,51931.00000000,B1973,Buckeystown Pike,10000MD00085  01NN**************,Frederick
mdot_aadt_S2011020834_9339,4282.00000000,S2011020834,Peninsula Farm Rd,02000CO02354  01NN**************,Anne Arundel
mdot_aadt_V2013000363_9340,9944.00000000,V2013000363,Ramp 2 Fr W Patrick St Wb To Us 15 Nb,10000RP00015  02WWUS13        02,Frederick
mdot_aadt_B030032_9341,9772.00000000,B030032,Dundalk Ave,03000CO08866  01NN**************,Baltimore
mdot_aadt_B230025_9342,3760.00000000,B230025,Beauchamp Rd,23000CO00211  01NN**************,Worcester
mdot_aadt_S2012030198_9343,4631.00000000,S2012030198,Mays Chapel Rd,03000CO00770  01NN**************,Baltimore
mdot_aadt_S2001100019_9344,2302.00000000,S2001100019,Ramp 7 Fr Ramp 2 (fr Us15) To W 7th St,10000RP00015  02WWUS16        07,Frederick
mdot_aadt_B160095_9345,8372.00000000,B160095,Auth Rd,16000MD00535A 01WW**************,Prince George's
mdot_aadt_S2012161012_9346,8931.00000000,S2012161012,Sunnyside Ave,16000CO00020  01WW**************,Prince George's
mdot_aadt_S2009030143_9347,6794.00000000,S2009030143,Stevenson La,03000CO01200  01EE**************,Baltimore
mdot_aadt_B2120_9348,2190.00000000,B2120,Garrett Hwy,11000US00219  01NN**************,Garrett
mdot_aadt_B1185_9349,20230.00000000,B1185,No Name,24000IS00070  01EE**************,Baltimore City
mdot_aadt_S2011031021_9350,6191.00000000,S2011031021,Forest Park Ave,03000CO08888  01SS**************,Baltimore
mdot_aadt_S1999160170_9351,4945.00000000,S1999160170,Ramp 1 Fr Md 202 Nb To Us 50 Wb,16000RP00050  02NNUS3         01,Prince George's
mdot_aadt_S2006010043_9352,2901.00000000,S2006010043,Ramp 4 Fr Md 658 Nb To Is 68 Eb,01000RP00068  02NNIS40        04,Allegany
mdot_aadt_S2014090524_9353,145.00000000,S2014090524,Smithville Rd,09000CO00097  01SS**************,Dorchester
mdot_aadt_S2010130008_9354,9762.00000000,S2010130008,Montgomery Rd,13000CO00136  01EE**************,Howard
mdot_aadt_B020107_9355,122.00000000,B020107,Eastside Dr                             ,02000CO01345  01NN**************,Anne Arundel
mdot_aadt_S2005150059_9356,6842.00000000,S2005150059,Ramp 8 Fr Md 187 Sb To Ramp 9 (to Is270),15000RP00270  02SSIS1A        08,Montgomery
mdot_aadt_S2005130100_9357,8652.00000000,S2005130100,Ramp 8 Fr Md 100w Sb To Md 100 Wb,13000RP00100  02NNMD3         08,Howard
mdot_aadt_B120001_9358,3392.00000000,B120001,Pleasantville Rd,12000CO00056  01SS**************,Harford
mdot_aadt_S2003210017_9359,233.00000000,S2003210017,Ramp 4 Fr Us 40 Nb To Is 70 Eb,21000RP00070  02NNIS32        04,Washington
mdot_aadt_B2396_9360,7061.00000000,B2396,Paradise Rd,12000MD00462  01NN**************,Harford
mdot_aadt_B2966_9361,229901.00000000,B2966,Eisenhower Memorial Hwy,15000IS00270  01NN**************,Montgomery
mdot_aadt_S2014050630_9362,1165.00000000,S2014050630,Hobbs Rd,05000CO00107  01WW**************,Caroline
mdot_aadt_S2013160354_9363,1190.00000000,S2013160354,Buckingham Dr,16013MU00300  01SS**************,Prince George's
mdot_aadt_B3228_9364,17280.00000000,B3228,Piscataway Rd,16000MD00223  01NN**************,Prince George's
mdot_aadt_S1999030154_9365,4002.00000000,S1999030154,Ramp 4 Fr Is 695 Nb To Md 372 Eb,03000RP00695  02NNIS12B       04,Baltimore
mdot_aadt_S2011220135_9366,2662.00000000,S2011220135,Ramp 5 Fr Md 513 Sb To Ramp 4 (to Us 13),22000RP00013  02EEUS29        05,Wicomico
mdot_aadt_B2864_9367,33624.00000000,B2864,Wisconsin Ave,15000MD00355  01NN**************,Montgomery
mdot_aadt_S2012230629_9368,621.00000000,S2012230629,St Lukes Rd,23000CO00001  01WW**************,Worcester
mdot_aadt_V2013000610_9369,17445.00000000,V2013000610,Ramp 3 Fr Md 223 Eb To Md 5 Nb,16000RP00005  02EEMD7         03,Prince George's
mdot_aadt_S2010130036_9370,1653.00000000,S2010130036,Ramp 4 Fr Rp 1 (fr Us29 Nb) To Md 216 Eb,13000RP00029  02NNUS13        04,Howard
mdot_aadt_S2010150046_9371,5292.00000000,S2010150046,Ramp 3 Fr Westlake Terr To Is 270y Nb,15000RP00270Y 02NNIS2         03,Montgomery
mdot_aadt_B1175_9372,7714.00000000,B1175,Kenwood Ave                             ,24999MU01000  01EE**************,Baltimore City
mdot_aadt_V2013000254_9373,5791.00000000,V2013000254,Ramp 8 Fr Md 129 Sb To Is 695 Wb,03000RP00695  02WWIS21        08,Baltimore
mdot_aadt_S2010030049_9374,2611.00000000,S2010030049,Hoffmanville Rd,03000CO00012  01NN**************,Baltimore
mdot_aadt_S2011020775_9375,7052.00000000,S2011020775,Sunrise Beach Rd,02000CO01222  01NN**************,Anne Arundel
mdot_aadt_S2011030981_9376,5201.00000000,S2011030981,Old Frederick Rd,03000CO02900  01SS**************,Baltimore
mdot_aadt_S2012151298_9377,2131.00000000,S2012151298,Ramp 1 Fr Us29 Nb To Briggs Chaney Rd Wb,15000RP00200  02NNMD17        01,Montgomery
mdot_aadt_S2005020040_9378,4233.00000000,S2005020040,Ramp 8 Fr Md 170 Sb To Md 32 Wb,02000RP00032  02SSMD5         08,Anne Arundel
mdot_aadt_S2001100021_9379,1012.00000000,S2001100021,Ramp 4 Fr W 7th St To Us 15 Nb,10000RP00015  02NNUS16        04,Frederick
mdot_aadt_B3254_9380,6860.00000000,B3254,Accokeek Rd,16000MD00373  01EE**************,Prince George's
mdot_aadt_S2012030182_9381,12371.00000000,S2012030182,Greene Tree Rd,03000CO07323  01NN**************,Baltimore
mdot_aadt_B3613_9382,10694.00000000,B3613,Point Lookout Rd,18000MD00005  01NN**************,St. Mary's
mdot_aadt_S2011060515_9383,962.00000000,S2011060515,Emerald Hill La                         ,06155MU00110  01NN**************,Carroll
mdot_aadt_S2017010217_9384,1842.00000000,S2017010217,Harrison St (#1),01041MU01641  01EE**************,Allegany
mdot_aadt_S2010020125_9385,5432.00000000,S2010020125,Ramp 6 Fr Md 295 Eb To W Nursery Rd Sb,02000RP00295  02NNMD13        06,Anne Arundel
mdot_aadt_S2009150030_9386,3111.00000000,S2009150030,Ramp 8 Fr Is 270 Sb To Md 118 Wb,15000RP00270  02SSIS15        08,Montgomery
mdot_aadt_S2002240024_9387,6215.00000000,S2002240024,Ramp 1 Fr Is 95 Nb To Interstate Ave,24000RP00095  02NNIS57        01,Baltimore City
mdot_aadt_B1900_9388,19961.00000000,B1900,Catoctin Mountain Hwy,10000US00015  01NN**************,Frederick
mdot_aadt_S2008120020_9389,4632.00000000,S2008120020,Old Joppa Rd,12000CO00260  01SS**************,Harford
mdot_aadt_S1999030165_9390,7470.00000000,S1999030165,Ramp 7 Fr Is 695 Wb To Is 95 Sb,03000RP00095  02NNIS49        07,Baltimore
mdot_aadt_S2000210055_9391,7472.00000000,S2000210055,Ramp 4 Fr Is 81 Nb To Maugans Ave Eb,21000RP00081  02NNIS9         04,Washington
mdot_aadt_B220007_9392,14751.00000000,B220007,Beaglin Park Dr,22133MU00124  01SS**************,Wicomico
mdot_aadt_T0008_9393,58370.00000000,T0008,Intercounty Connector,15000MD00200  01EE**************,Montgomery
mdot_aadt_B3955_9394,23130.00000000,B3955,Sharpsburg Pike,21073MU02005  01SS**************,Washington
mdot_aadt_S2011160021_9395,3552.00000000,S2011160021,Ramp 15 Fr Ramp 9 To Ramp 14,16000RP00095  02SSIS2         15,Prince George's
mdot_aadt_B2745_9396,6442.00000000,B2745,Whites Ferry Rd,15000MD00107  01EE**************,Montgomery
mdot_aadt_S2010010029_9397,1230.00000000,S2010010029,Ramp 4 Fr Md 639 Nb To Is 68 Eb,01000RP00068  02NNIS44        04,Allegany
mdot_aadt_B2920_9398,7524.00000000,B2920,New Hampshire Ave,15000MD00650  01NN**************,Montgomery
mdot_aadt_S2010020081_9399,2093.00000000,S2010020081,Ramp 8 Fr Md 10 Sb To Md 710 Wb,02000RP00010  02SSMD6         08,Anne Arundel
mdot_aadt_S2002120008_9400,4391.00000000,S2002120008,Ramp 5 Fr Md 22 Sb To Us 40 Eb,12000RP00040  02SSUS14        05,Harford
mdot_aadt_S2000160216_9401,14793.00000000,S2000160216,Ramp 8 Fr Is 95 Sb To Md 4 Wb,16000RP00095  02SSIS11        08,Prince George's
mdot_aadt_S2010240090_9402,10292.00000000,S2010240090,Ramp 3 Fr Gay St To Is 83 Nb,24000RP00083  02NNIS2         03,Baltimore City
mdot_aadt_B220046_9403,995.00000000,B220046,Allen Rd,22000CO00221  01NN**************,Wicomico
mdot_aadt_B2859_9404,22765.00000000,B2859,Piney Branch Rd,15000MD00320  01NN**************,Montgomery
mdot_aadt_S2009030068_9405,42241.00000000,S2009030068,Padonia Rd,03000CO00773  01EE**************,Baltimore
mdot_aadt_B3992_9406,2865.00000000,B3992,Western Pike,21000MD00144WB01EE**************,Washington
mdot_aadt_S2010160092_9407,5293.00000000,S2010160092,Ramp 2 Fr Md 5 Wb To Md 414 Nb,16000RP00005  02WWMD13        02,Prince George's
mdot_aadt_B1023_9408,31001.00000000,B1023,Reisterstown Rd,03000MD00140  01NN**************,Baltimore
mdot_aadt_S2009030072_9409,18271.00000000,S2009030072,Rossville Blvd,03000CO04458  01EE**************,Baltimore
mdot_aadt_S2010100059_9410,3842.00000000,S2010100059,Ramp 5 Fr W 7th St To Ramp 4 (to Us15),10000RP00015  02EEUS15        05,Frederick
mdot_aadt_B220024_9411,1280.00000000,B220024,Mill St,22133MU01780  01SS**************,Wicomico
mdot_aadt_S2010020071_9412,2863.00000000,S2010020071,Ramp 6 Fr Md 270 Eb To Md 10 Sb,02000RP00010  02SSMD5         06,Anne Arundel
mdot_aadt_V2013000307_9413,32840.00000000,V2013000307,Ramp 4 Fr Is 795 Nb To Md 940 Eb,03000RP00795  02WWIS4         04,Baltimore
mdot_aadt_B170010_9414,994.00000000,B170010,Del Rhodes Ave,17000MD00456A 01NN**************,Queen Anne's
mdot_aadt_B1334_9415,7022.00000000,B1334,Rousby Hall Rd,04000MD00760  01NN**************,Calvert
mdot_aadt_B1301_9416,25022.00000000,B1301,Solomons Island Rd,04000MD00002  01NN**************,Calvert
mdot_aadt_B2514_9417,14022.00000000,B2514,Guilford Rd,13000CO01910  01NN**************,Howard
mdot_aadt_S2012030044_9418,10551.00000000,S2012030044,Ebenezer Rd,03000CO04095  01SS**************,Baltimore
mdot_aadt_S2002020102_9419,5013.00000000,S2002020102,Ramp 5 Fr Md 295 Sb To Md 713f Eb,02000RP00295  02SSMD7         05,Anne Arundel
mdot_aadt_S2000210044_9420,763.00000000,S2000210044,Ramp 5 Fr Is 81 Sb To Md 58 Eb,21000RP00081  02WWIS7         05,Washington
mdot_aadt_B220020_9421,3920.00000000,B220020,W Isabella St,22133MU01331  01EE**************,Wicomico
mdot_aadt_S1998020068_9422,11652.00000000,S1998020068,Ramp 6 Fr Ramp 3 (fr Is595 Eb) To Md 70,02000RP00595  02SSIS24        06,Anne Arundel
mdot_aadt_S2011220132_9423,2512.00000000,S2011220132,Ramp 2 Fr Us 13 Wb To Md 513 Nb,22000RP00013  02WWUS29        02,Wicomico
mdot_aadt_B1201_9424,4622.00000000,B1201,Blackrock Rd,03000MD00088  01EE**************,Baltimore
mdot_aadt_S1999160196_9425,21331.00000000,S1999160196,Ramp 7 Fr Is 595 Wb To Is 95 Sb,16000RP00095  02WWIS19        07,Prince George's
mdot_aadt_S2009240069_9426,6064.00000000,S2009240069,Ramp 2 Fr Moravia Rd To Ramp 3,24000RP00895  02NNIS14        02,Baltimore City
mdot_aadt_B030066_9427,127560.00000000,B030066,Northwest Expressway,03000IS00795  01NN**************,Baltimore
mdot_aadt_B030112_9428,4902.00000000,B030112,Pleasantville Rd                        ,12000CO00056  01SS**************,Harford
mdot_aadt_B0944_9429,16331.00000000,B0944,Hanover Pike,03000MD00030  01NN**************,Baltimore
mdot_aadt_B4014_9430,3783.00000000,B4014,National Pike,21000US00040  01EE**************,Washington
mdot_aadt_S2002120026_9431,1073.00000000,S2002120026,Ramp 3 Fr Md 924 Eb To Ramp 2 (to Us 1),12000RP00001  02NNUS6         03,Harford
mdot_aadt_S2010160008_9432,9763.00000000,S2010160008,Ramp 2 Fr Is 95 Sb To Auth Rd,16000RP00095  02NNIS7         02,Prince George's
mdot_aadt_S2011220609_9433,10882.00000000,S2011220609,Riverside Dr #2,22133MU02422  01SS**************,Wicomico
mdot_aadt_B210017_9434,14651.00000000,B210017,Broadfording Rd,21073MU00405  01NN**************,Washington
mdot_aadt_S2005150086_9435,6062.00000000,S2005150086,Ramp 3 Fr Md 189 Eb To Is 270 Nb,15000RP00270  02NNIS5         03,Montgomery
mdot_aadt_S2012240277_9436,1411.00000000,S2012240277,Winston Ave,24999MU02610  01WW**************,Baltimore City
mdot_aadt_S2009150002_9437,6581.00000000,S2009150002,Ramp 4 Fr Washingtonian Blvd To Is370 Eb,15000RP06271  02EECO1         04,Montgomery
