OBJECTID,LOCATION_ID,COUNTY_ID,COUNTY_DESC,MUN_SORT,MUNICIPALITY,ROADNAME,ID_PREFIX,ID_RTE_NO,MP_SUFFIX,ID_MP,BEGIN_SECTION,END_SECTION,STATION_DESC,ROAD_SECTION,RURAL_URBAN,F_SYSTEM,F_SYSTEM_DESC,ROUTEID,ROUTEID_RH,MAIN_LINE,PEAK_HOUR_DIRECTION,NUM_LANES,COUNTED_FACTORED,STMP_SEQ,K_FACTOR,D_FACTOR,NORTH_EAST_SPLIT,SOUTH_WEST_SPLIT,AVMT,LINK,AADT_2010,AADT_2011,AADT_2012,AADT_2013,AADT_2014,AADT_2015,AADT_2016,AADT_2017,AADT_2018,AADT,AAWDT_2010,AAWDT_2011,AAWDT_2012,AAWDT_2013,AAWDT_2014,AAWDT_2015,AAWDT_2016,AAWDT_2017,AAWDT_2018,AAWDT,MOTORCYCLE_AADT,CAR_AADT,LIGHT_TRUCK_AADT,BUS_AADT,SINGLE_UNIT_AADT,COMBINATION_UNIT_AADT,LOC_ERROR,Shape_Length0,TRUCK_AADT,SUTRUCK_AADT_PCT_TRUCK,CUTRUCK_AADT_PCT_TRUCK,MCYCLE_AADT_PCT_OVERALL,CAR_AADT_PCT_OVERALL,LIGHT_TRUCK_AADT_PCT_OVERALL,BUS_AADT_PCT_OVERALL,SUTRUCK_AADT_PCT_OVERALL,CUTRUCK_AADT_PCT_OVERALL,TRUCK_AADT_PCT_OVERALL,NUM_LANES_ANNO,K_FACTOR_ANNO,D_FACTOR_ANNO,NORTH_EAST_SPLIT_ANNO,SOUTH_WEST_SPLIT_ANNO,AADT_2010_ANNO,AADT_2011_ANNO,AADT_2012_ANNO,AADT_2013_ANNO,AADT_2014_ANNO,AADT_2015_ANNO,AADT_2016_ANNO,AADT_2017_ANNO,AADT_2018_ANNO,AADT_ANNO,AAWDT_2010_ANNO,AAWDT_2011_ANNO,AAWDT_2012_ANNO,AAWDT_2013_ANNO,AAWDT_2014_ANNO,AAWDT_2015_ANNO,AAWDT_2016_ANNO,AAWDT_2017_ANNO,AAWDT_2018_ANNO,AAWDT_ANNO,MOTORCYCLE_AADT_ANNO,CAR_AADT_ANNO,BUS_AADT_ANNO,LIGHT_TRUCK_AADT_ANNO,SINGLE_UNIT_AADT_ANNO,COMBINATION_UNIT_AADT_ANNO,TRUCK_AADT_ANNO,Shape.STLength(),_source_layer_title,_source_layer_url,COUNTY,DISTRICT,TSD_ID,OBJECTID_1,COUNTY_FIP,COUNTYNUM,Shape.STArea(),CUTRUCK__AADT_PCT_TRUCK,longitude,latitude,Shape__Length,AADT_2019,AAWDT_2019,AADT_2020,AAWDT_2020,AADT_2021,AAWDT_2021,AADT_2022,AAWDT_2022,GlobalID,AADT_2023,AAWDT_2023
238,B020053,2.0,Anne Arundel,0.0,None,Central Ave,MD,214.0,  ,0.1,0.0,2.66,Md214-.10 Mi E Of Prince Georges Co/l,Prince Georges Co/l To Md 424,Rural,4.0,Minor Arterial,02000MD00214  01EE**************,02000MD00214--1-----,1.0,East,2.0,F,2.0,8.99,62.92,51.21,48.79,9.809,https://maps.roads.maryland.gov/itms_public/?stationid=B020053,8860.0,8691.0,8712.0,8673.0,8664.0,8875.0,9820.0,10041.0,9982.0,10103.0,9300.0,9391.0,9242.0,9283.0,9184.0,9415.0,10510.0,10541.0,10482.0,10513.0,88.0,7708.0,1715.0,30.0,447.0,115.0,NO ERROR,14036.63212435,562.0,0.79537367,0.20462633,0.00871028,0.7629417,0.16975156,0.00296942,0.04424428,0.01138276,0.05562704,2,8.99,62.92,51.21,48.79,"8,860","8,691","8,712","8,673","8,664","8,875","9,820","10,041","9,982","10,103","9,300","9,391","9,242","9,283","9,184","9,415","10,510","10,541","10,482","10,513",88,"7,708",30,"1,715",447,115,562,5495.67445419056,AADT,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/1,,,,,,,,,,,,,,,,,,,,,,
254,V2013000052,2.0,Anne Arundel,0.0,None,Ramp 4 Fr Guilford Rd To Md 32 Eb,RP,32.0,  ,-1.0,0.03,0.11,Calculated Location,Exit 11 Ramp 04 Ramp 8 Fr Guilford Rd To Ramp 4 (md32) To Savage Rd,Urban,2.0,Principal Arterial Other Freeways and Expressways,02000RP00032  02SSMD11        04,02000RP00032--101104,2.0,,1.0,F,0.0,,,,,0.1689,CALCULATED LOCATION,,,,,,,,,5783.0,5784.0,,,,,,,,,6193.0,6134.0,,,,,,,NO ERROR,490.05029186,,,,,,,,,,,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"5,783","5,784",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"6,193","6,134",N/A,N/A,N/A,N/A,N/A,N/A,N/A,192.46638958499204,AADT,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/1,,,,,,,,,,,,,,,,,,,,,,
304,B0730,2.0,Anne Arundel,0.0,None,Davidsonville Rd,MD,424.0,  ,5.97,5.85,7.35,Md424-.10 Mi N Of Md450,Md 450 To Riedel Rd,Urban,4.0,Minor Arterial,02000MD00424  01NN**************,02000MD00424--1-----,1.0,North,3.0,C,0.0,8.83,61.36,50.43,49.57,10.6763,https://maps.roads.maryland.gov/itms_public/?stationid=B0730,18070.0,18141.0,18002.0,16880.0,16831.0,17272.0,19310.0,19771.0,19592.0,19500.0,19340.0,19591.0,19442.0,18230.0,18011.0,18482.0,20660.0,21161.0,20962.0,20670.0,,,,,,,NO ERROR,7851.83284766,,,,,,,,,,,3,8.83,61.36,50.43,49.57,"18,070","18,141","18,002","16,880","16,831","17,272","19,310","19,771","19,592","19,500","19,340","19,591","19,442","18,230","18,011","18,482","20,660","21,161","20,962","20,670",N/A,N/A,N/A,N/A,N/A,N/A,N/A,3085.726952237112,AADT,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/1,,,,,,,,,,,,,,,,,,,,,,
314,S2001020081,2.0,Anne Arundel,0.0,None,Ramp 8 Fr Md 295 Sb To Md 175 Wb,RP,295.0,  ,0.12,0.0,0.329,Exit 6 Ramp 8 Fr Md 295 Sb To Md 175 Wb,Exit 6  Ramp 08 Baltimore Washington Pkwy To Jessup Rd,Urban,2.0,Principal Arterial Other Freeways and Expressways,02000RP00295  02SSMD6         08,02000RP00295--100608,2.0,West,1.0,F,0.0,10.03,100.0,0.0,100.0,0.6631,https://maps.roads.maryland.gov/itms_public/?stationid=S2001020081,4730.0,4751.0,4760.0,4771.0,5800.0,5951.0,6062.0,5570.0,5521.0,5522.0,5060.0,5131.0,5140.0,5151.0,6210.0,6371.0,6492.0,5960.0,5911.0,5852.0,,,,,,,NO ERROR,1515.47413366,,,,,,,,,,,1,10.03,100,0,100,"4,730","4,751","4,760","4,771","5,800","5,951","6,062","5,570","5,521","5,522","5,060","5,131","5,140","5,151","6,210","6,371","6,492","5,960","5,911","5,852",N/A,N/A,N/A,N/A,N/A,N/A,N/A,595.8611902494874,AADT,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/1,,,,,,,,,,,,,,,,,,,,,,
323,B1311,4.0,Calvert,0.0,None,Southern Md Blvd,MD,4.0,  ,36.03,31.845,36.297,Md4-.20 Mi S Of Md260 Struc #4030,Mt Harmony Rd To Md 260 Struc #3040,Urban,3.0,Principal Arterial Other,04000MD00004  01NN**************,04000MD00004--1-----,1.0,South,4.0,F,2.0,8.14,74.25,50.18,49.82,52.3439,https://maps.roads.maryland.gov/itms_public/?stationid=B1311,35452.0,31300.0,31361.0,31202.0,32740.0,33531.0,34272.0,32020.0,31831.0,32212.0,37232.0,33800.0,33241.0,33392.0,34700.0,35541.0,36672.0,33620.0,33421.0,33502.0,73.0,24875.0,6001.0,183.0,731.0,349.0,NO ERROR,23620.66526422,1080.0,0.67685185,0.32314815,0.00226624,0.77222774,0.18629703,0.00568111,0.02269341,0.01083447,0.03352788,4,8.14,74.25,50.18,49.82,"35,452","31,300","31,361","31,202","32,740","33,531","34,272","32,020","31,831","32,212","37,232","33,800","33,241","33,392","34,700","35,541","36,672","33,620","33,421","33,502",73,"24,875",183,"6,001",731,349,1080,9250.405469703686,AADT,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/1,,,,,,,,,,,,,,,,,,,,,,
331,S2012021519,2.0,Anne Arundel,0.0,None,Chaptico South,CO,968.0,  ,0.04,0.0,0.07,Chaptico South - Between Sudlersville & Old Line Ave,Old Line Ave To Sudlersville South Rd,Urban,6.0,Minor Collector,02000CO00968  01SS**************,02000CO00968--1-----,1.0,North,2.0,F,0.0,10.44,64.67,48.57,51.43,0.0327,https://maps.roads.maryland.gov/itms_public/?stationid=S2012021519,,,1160.0,1161.0,1162.0,1193.0,1224.0,1255.0,1280.0,1281.0,,,1250.0,1251.0,1242.0,1283.0,1314.0,1335.0,1360.0,1411.0,,,,,,,NO ERROR,398.50782064,,,,,,,,,,,2,10.44,64.67,48.57,51.43,N/A,N/A,"1,160","1,161","1,162","1,193","1,224","1,255","1,280","1,281",N/A,N/A,"1,250","1,251","1,242","1,283","1,314","1,335","1,360","1,411",N/A,N/A,N/A,N/A,N/A,N/A,N/A,156.87979838900458,AADT,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/1,,,,,,,,,,,,,,,,,,,,,,
342,S2006020046,2.0,Anne Arundel,0.0,None,Ramp 3 Fr Md 198 Eb To Md 295 Nb,RP,295.0,  ,0.15,0.0,0.37,Exit 2 Ramp 3 Fr Md 198 Eb To Md 295 Nb,Exit 2  Ramp 03 Laurel Ft Meade Rd To Baltimore Washington Pkwy,Urban,2.0,Principal Arterial Other Freeways and Expressways,02000RP00295  02SSMD2         03,02000RP00295--100203,2.0,North,1.0,F,0.0,9.65,100.0,100.0,0.0,1.112,https://maps.roads.maryland.gov/itms_public/?stationid=S2006020046,,,7450.0,7471.0,7452.0,7950.0,8101.0,8302.0,8233.0,8234.0,,,8050.0,8071.0,7972.0,8510.0,8671.0,8882.0,8813.0,8734.0,,,,,,,NO ERROR,2243.43693026,,,,,,,,,,,1,9.65,100,100,0,N/A,N/A,"7,450","7,471","7,452","7,950","8,101","8,302","8,233","8,234",N/A,N/A,"8,050","8,071","7,972","8,510","8,671","8,882","8,813","8,734",N/A,N/A,N/A,N/A,N/A,N/A,N/A,881.7310807969296,AADT,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/1,,,,,,,,,,,,,,,,,,,,,,
352,B020065,2.0,Anne Arundel,0.0,None,Southern Md Blvd,MD,794.0,  ,0.6,0.0,2.75,Md794-.10 Mi N Of Md259,Md 4 To Md 408,Urban,7.0,Local,02000MD00794  01NN**************,02000MD00794--1-----,1.0,South,2.0,F,0.0,9.47,60.23,54.83,45.17,1.7686,https://maps.roads.maryland.gov/itms_public/?stationid=B020065,1582.0,1730.0,1721.0,1722.0,1723.0,1774.0,1815.0,1780.0,1761.0,1762.0,1692.0,1870.0,1861.0,1862.0,1843.0,1904.0,1955.0,1890.0,1871.0,1942.0,0.0,1201.0,463.0,25.0,44.0,29.0,NO ERROR,14520.877635,73.0,0.60273973,0.39726027,0.0,0.6816118,0.26276958,0.01418842,0.02497162,0.01645857,0.04143019,2,9.47,60.23,54.83,45.17,"1,582","1,730","1,721","1,722","1,723","1,774","1,815","1,780","1,761","1,762","1,692","1,870","1,861","1,862","1,843","1,904","1,955","1,890","1,871","1,942",0,"1,201",25,463,44,29,73,5681.8723745049565,AADT,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/1,,,,,,,,,,,,,,,,,,,,,,
371,B020091,2.0,Anne Arundel,0.0,None,Sands Rd,CO,2714.0,  ,-1.0,0.0,2.29,Sands Rd-.10 Mi S Of Queen Anne Bridge Rd,Sands Rd To Md 214,Rural,6.0,Minor Collector,02000CO02714  01NN**************,02000CO02714--1-----,1.0,South,2.0,F,0.0,10.18,71.81,49.04,50.96,1.1886,https://maps.roads.maryland.gov/itms_public/?stationid=B020091,1435.0,1330.0,1331.0,1322.0,1323.0,1364.0,1395.0,1410.0,1401.0,1422.0,1505.0,1440.0,1411.0,1422.0,1403.0,1454.0,1505.0,1500.0,1491.0,1512.0,3.0,1142.0,224.0,3.0,47.0,3.0,NO ERROR,12159.31892137,50.0,0.94,0.06,0.0021097,0.80309423,0.15752461,0.0021097,0.03305204,0.0021097,0.03516174,2,10.18,71.81,49.04,50.96,"1,435","1,330","1,331","1,322","1,323","1,364","1,395","1,410","1,401","1,422","1,505","1,440","1,411","1,422","1,403","1,454","1,505","1,500","1,491","1,512",3,"1,142",3,224,47,3,50,4768.20084869674,AADT,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/1,,,,,,,,,,,,,,,,,,,,,,
384,S2006020025,2.0,Anne Arundel,0.0,None,Ramp 5 Fr Md 295 Sb To Nsa Ent,RP,295.0,  ,0.13,0.0,0.23,Exit 5 Ramp 5 Fr Md 295 Sb To Nsa Entrance,Exit 5  Ramp 05 Baltimore Washington Pkwy To Technology Dr,Urban,2.0,Principal Arterial Other Freeways and Expressways,02000RP00295  02SSMD5         05,02000RP00295--100505,2.0,South,1.0,F,0.0,20.95,100.0,0.0,100.0,0.405,https://maps.roads.maryland.gov/itms_public/?stationid=S2006020025,,5150.0,5111.0,5122.0,5113.0,4650.0,4741.0,4862.0,4823.0,4824.0,,0.0,5521.0,5532.0,5473.0,4980.0,5071.0,5202.0,5163.0,5114.0,,,,,,,NO ERROR,1144.57504976,,,,,,,,,,,1,20.95,100,0,100,N/A,"5,150","5,111","5,122","5,113","4,650","4,741","4,862","4,823","4,824",N/A,0,"5,521","5,532","5,473","4,980","5,071","5,202","5,163","5,114",N/A,N/A,N/A,N/A,N/A,N/A,N/A,449.82564054072026,AADT,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/1,,,,,,,,,,,,,,,,,,,,,,
396,V2013000133,2.0,Anne Arundel,0.0,None,Ramp 4 Fr Md 424 Nb To Is 595 Eb,RP,595.0,  ,-1.0,0.12,0.33,Calculated Location,Exit 16 Ramp 04 Ramp 5 Fr Md 424 To Ramp 4 (to Is595 Eb) To John Hanson Hwy,Rural,1.0,Interstate,02000RP00595  02SSIS16        04,02000RP00595--101604,2.0,,1.0,F,0.0,,,,,0.4427,CALCULATED LOCATION,,,,,,,,,5724.0,5775.0,,,,,,,,,5964.0,6015.0,,,,,,,NO ERROR,955.20729756,,,,,,,,,,,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"5,724","5,775",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"5,964","6,015",N/A,N/A,N/A,N/A,N/A,N/A,N/A,374.6312020847321,AADT,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/1,,,,,,,,,,,,,,,,,,,,,,
425,S2006020049,2.0,Anne Arundel,0.0,None,Ramp 6 Fr Md 198 Eb To Md 295 Sb,RP,295.0,  ,0.03,0.0,0.05,Exit 2 Ramp 6 Fr Md 198 Eb To Md 295 Sb,Exit 2  Ramp 06 Laurel Ft Meade Rd To Ramp 7 Fr Md 198 Wb To Md 295 Sb,Urban,2.0,Principal Arterial Other Freeways and Expressways,02000RP00295  02SSMD2         06,02000RP00295--100206,2.0,South,1.0,F,0.0,7.08,100.0,0.0,100.0,0.1158,https://maps.roads.maryland.gov/itms_public/?stationid=S2006020049,,,6460.0,6471.0,6452.0,6130.0,6251.0,6402.0,6343.0,6344.0,,,6980.0,6991.0,6902.0,6560.0,6691.0,6852.0,6793.0,6734.0,,,,,,,NO ERROR,382.90880609,,,,,,,,,,,1,7.08,100,0,100,N/A,N/A,"6,460","6,471","6,452","6,130","6,251","6,402","6,343","6,344",N/A,N/A,"6,980","6,991","6,902","6,560","6,691","6,852","6,793","6,734",N/A,N/A,N/A,N/A,N/A,N/A,N/A,150.63045554589408,AADT,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/1,,,,,,,,,,,,,,,,,,,,,,
427,V2013000132,2.0,Anne Arundel,0.0,None,Ramp 2 Fr Is 595 Wb To Md 424 Nb,RP,595.0,  ,-1.0,0.0,0.5,Calculated Location,Exit 16 Ramp 02 John Hanson Hwy To Ramp 7 Fr Ramp 2 (fr Is595 Wb) To Md 424,Rural,1.0,Interstate,02000RP00595  02WWIS16        02,02000RP00595--101602,2.0,,1.0,F,0.0,,,,,1.0996,CALCULATED LOCATION,,,,,,,,,5974.0,6025.0,,,,,,,,,6224.0,6275.0,,,,,,,NO ERROR,2621.90382565,,,,,,,,,,,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"5,974","6,025",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"6,224","6,275",N/A,N/A,N/A,N/A,N/A,N/A,N/A,1026.923697159002,AADT,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/1,,,,,,,,,,,,,,,,,,,,,,
447,S2001020064,2.0,Anne Arundel,0.0,None,Ramp 4 Fr Md 170 To Ramp 5 (to Md100 Eb),RP,100.0,  ,0.08,0.0,0.13,Exit 11 Ramp 4 Fr Md 170 Nb To Ramp 5 (to Md 100 Eb),Exit 11 Ramp 04 Telegraph Rd To Ramp 5 Fr Md 170 Sb To Md 100 Eb,Urban,2.0,Principal Arterial Other Freeways and Expressways,02000RP00100  02NNMD11        04,02000RP00100--101104,2.0,East,1.0,F,0.0,10.22,100.0,100.0,0.0,0.2602,https://maps.roads.maryland.gov/itms_public/?stationid=S2001020064,4070.0,4091.0,4062.0,4073.0,4064.0,5300.0,5401.0,5532.0,5483.0,5484.0,4360.0,4421.0,4392.0,4403.0,4354.0,5670.0,5781.0,5922.0,5873.0,5814.0,,,,,,,NO ERROR,756.82925251,,,,,,,,,,,1,10.22,100,100,0,"4,070","4,091","4,062","4,073","4,064","5,300","5,401","5,532","5,483","5,484","4,360","4,421","4,392","4,403","4,354","5,670","5,781","5,922","5,873","5,814",N/A,N/A,N/A,N/A,N/A,N/A,N/A,297.86691964750196,AADT,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/1,,,,,,,,,,,,,,,,,,,,,,
479,S2011020809,2.0,Anne Arundel,0.0,None,Greensboro South                        ,CO,991.0,  ,0.02,0.0,0.04,Greensboro South - Between Old Line Rd & Old Annapolis Rd,Old Annapolis Rd To Old Line Ave,Urban,6.0,Minor Collector,02000CO00991  01SS**************,02000CO00991--1-----,1.0,North,2.0,F,0.0,8.25,55.69,55.78,44.22,0.064,https://maps.roads.maryland.gov/itms_public/?stationid=S2011020809,,4750.0,4711.0,4722.0,4713.0,4844.0,4945.0,4420.0,4381.0,4382.0,,5130.0,5091.0,5102.0,5043.0,5184.0,5305.0,4690.0,4641.0,4822.0,,,,,,,NO ERROR,264.09558931,,,,,,,,,,,2,8.25,55.69,55.78,44.22,N/A,"4,750","4,711","4,722","4,713","4,844","4,945","4,420","4,381","4,382",N/A,"5,130","5,091","5,102","5,043","5,184","5,305","4,690","4,641","4,822",N/A,N/A,N/A,N/A,N/A,N/A,N/A,103.78792070125502,AADT,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/1,,,,,,,,,,,,,,,,,,,,,,
485,B0817,2.0,Anne Arundel,0.0,None,Davidsonville Rd,MD,424.0,  ,3.66,3.32,5.85,Md424-.30 Mi N Of Is595 (us50),Is 595  To Md 450,Rural,4.0,Minor Arterial,02000MD00424  01NN**************,02000MD00424--1-----,1.0,North,3.0,F,0.0,8.5,51.55,49.39,50.61,13.0788,https://maps.roads.maryland.gov/itms_public/?stationid=B0817,13870.0,13611.0,13642.0,13573.0,13564.0,13895.0,13770.0,14071.0,13992.0,14163.0,14560.0,14701.0,14462.0,14523.0,14384.0,14735.0,14730.0,14781.0,14692.0,14733.0,44.0,11496.0,2009.0,26.0,524.0,64.0,NO ERROR,13309.02351511,588.0,0.89115646,0.10884354,0.00310669,0.81169244,0.14184848,0.00183577,0.03699781,0.00451882,0.04151663,3,8.5,51.55,49.39,50.61,"13,870","13,611","13,642","13,573","13,564","13,895","13,770","14,071","13,992","14,163","14,560","14,701","14,462","14,523","14,384","14,735","14,730","14,781","14,692","14,733",44,"11,496",26,"2,009",524,64,588,5227.974881279418,AADT,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/1,,,,,,,,,,,,,,,,,,,,,,
496,S2011020784,2.0,Anne Arundel,0.0,None,Tarrytown Ave                           ,CO,2682.0,  ,0.08,0.0,0.44,Tarrytown Ave - .10 Mile North Of Md 450,Defense Hwy To Crofton Pkwy,Urban,6.0,Minor Collector,02000CO02682  01NN**************,02000CO02682--1-----,1.0,North,2.0,F,0.0,11.19,68.28,50.31,49.69,0.397,https://maps.roads.maryland.gov/itms_public/?stationid=S2011020784,,2590.0,2571.0,2582.0,2573.0,2644.0,2695.0,2490.0,2471.0,2472.0,,2800.0,2781.0,2792.0,2753.0,2834.0,2895.0,2640.0,2621.0,2722.0,,,,,,,NO ERROR,2297.49509075,,,,,,,,,,,2,11.19,68.28,50.31,49.69,N/A,"2,590","2,571","2,582","2,573","2,644","2,695","2,490","2,471","2,472",N/A,"2,800","2,781","2,792","2,753","2,834","2,895","2,640","2,621","2,722",N/A,N/A,N/A,N/A,N/A,N/A,N/A,903.1895733101137,AADT,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/1,,,,,,,,,,,,,,,,,,,,,,
507,S2010020050,2.0,Anne Arundel,0.0,None,Ramp 1 Fr Md 170 To Ramp 8 (to Md 32 Wb),RP,32.0,  ,0.02,0.0,0.05,Exit 5 Ramp 1 Fr Md 170 To Ramp 8 (to Md 32 Wb),Exit 5  Ramp 01 Telegraph Rd To Ramp 8 Fr Md 170 Sb To Md 32 Wb,Urban,2.0,Principal Arterial Other Freeways and Expressways,02000RP00032  02WWMD5         01,02000RP00032--100501,2.0,West,1.0,F,0.0,10.14,100.0,0.0,100.0,0.021,https://maps.roads.maryland.gov/itms_public/?stationid=S2010020050,,940.0,931.0,932.0,933.0,964.0,1130.0,1161.0,1152.0,1153.0,,0.0,1011.0,1012.0,1003.0,1034.0,1210.0,1241.0,1232.0,1223.0,,,,,,,NO ERROR,286.63161635,,,,,,,,,,,1,10.14,100,0,100,N/A,940,931,932,933,964,"1,130","1,161","1,152","1,153",N/A,0,"1,011","1,012","1,003","1,034","1,210","1,241","1,232","1,223",N/A,N/A,N/A,N/A,N/A,N/A,N/A,112.49533725051582,AADT,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/1,,,,,,,,,,,,,,,,,,,,,,
511,S2011020365,2.0,Anne Arundel,0.0,None,Dairy Farm Rd,CO,1071.0,  ,0.2,0.0,1.63,Dairy Farm Rd - .20 Mile West Of Md 175,Md 175 To Waugh Chapel Rd,Urban,5.0,Major Collector,02000CO01071  01WW**************,02000CO01071--1-----,1.0,West,2.0,F,0.0,9.92,64.52,52.14,47.86,3.9177,https://maps.roads.maryland.gov/itms_public/?stationid=S2011020365,,,,,6200.0,6361.0,6482.0,6643.0,6584.0,6585.0,,,,,6630.0,6811.0,6942.0,7043.0,6984.0,7245.0,,,,,,,NO ERROR,8518.24921508,,,,,,,,,,,2,9.92,64.52,52.14,47.86,N/A,N/A,N/A,N/A,"6,200","6,361","6,482","6,643","6,584","6,585",N/A,N/A,N/A,N/A,"6,630","6,811","6,942","7,043","6,984","7,245",N/A,N/A,N/A,N/A,N/A,N/A,N/A,3342.5482067409675,AADT,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/1,,,,,,,,,,,,,,,,,,,,,,
542,S2006020045,2.0,Anne Arundel,0.0,None,Ramp 2 Fr Md 198 Wb To Md 295 Nb,RP,295.0,  ,0.1,0.0,0.31,Exit 2 Ramp 2 Fr Md 198 Wb To Md 295 Nb,Exit 2  Ramp 02 Laurel Ft Meade Rd To Baltimore Washington Pkwy,Urban,2.0,Principal Arterial Other Freeways and Expressways,02000RP00295  02NNMD2         02,02000RP00295--100202,2.0,North,1.0,F,0.0,12.45,100.0,100.0,0.0,0.0525,https://maps.roads.maryland.gov/itms_public/?stationid=S2006020045,,,430.0,431.0,432.0,440.0,451.0,462.0,463.0,464.0,,,460.0,471.0,462.0,470.0,481.0,492.0,503.0,494.0,,,,,,,NO ERROR,1646.48120487,,,,,,,,,,,1,12.45,100,100,0,N/A,N/A,430,431,432,440,451,462,463,464,N/A,N/A,460,471,462,470,481,492,503,494,N/A,N/A,N/A,N/A,N/A,N/A,N/A,647.7196233918075,AADT,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/1,,,,,,,,,,,,,,,,,,,,,,
545,S1999020036,2.0,Anne Arundel,0.0,None,Ramp 3 Fr Ramp 6 (fr Is595) To Md 424 Nb,RP,595.0,  ,0.05,0.0,0.08,Exit 16 Ramp 3 Fr Ramp 6 (fr Is 595 Eb) To Md 424 Nb,Exit 16 Ramp 03 Ramp 6 Fr Is 595 Eb To Md 424 Sb To Davidsonville Rd,Rural,1.0,Interstate,02000RP00595  02EEIS16        03,02000RP00595--101603,2.0,North,1.0,F,0.0,13.35,100.0,100.0,0.0,0.0366,https://maps.roads.maryland.gov/itms_public/?stationid=S1999020036,1002.0,1003.0,1014.0,1025.0,1150.0,1181.0,1212.0,1243.0,1244.0,1255.0,1022.0,1063.0,1084.0,1095.0,1210.0,1241.0,1272.0,1293.0,1294.0,1315.0,,,,,,,NO ERROR,458.48604854,,,,,,,,,,,1,13.35,100,100,0,"1,002","1,003","1,014","1,025","1,150","1,181","1,212","1,243","1,244","1,255","1,022","1,063","1,084","1,095","1,210","1,241","1,272","1,293","1,294","1,315",N/A,N/A,N/A,N/A,N/A,N/A,N/A,179.8158280192522,AADT,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/1,,,,,,,,,,,,,,,,,,,,,,
547,B0715,2.0,Anne Arundel,0.0,None,Baltimore Washington Pkwy,MD,295.0,  ,3.75,2.5,4.25,Md295-.50 Mi S Of Md32,Md 198 To Md 32,Urban,2.0,Principal Arterial Other Freeways and Expressways,02000MD00295  01NN**************,02000MD00295--1-----,1.0,North,4.0,F,2.0,6.2,57.72,50.22,49.78,66.1062,https://maps.roads.maryland.gov/itms_public/?stationid=B0715,85053.0,94750.0,93991.0,102820.0,102511.0,105182.0,101980.0,104431.0,103492.0,103493.0,91013.0,102330.0,101511.0,111050.0,109691.0,112552.0,109120.0,111741.0,110742.0,109703.0,105.0,89644.0,11446.0,227.0,1926.0,145.0,NO ERROR,9265.26892403,2071.0,0.92998551,0.07001449,0.00101456,0.86618419,0.11059685,0.00219339,0.01860995,0.00140106,0.02001102,4,6.2,57.72,50.22,49.78,"85,053","94,750","93,991","102,820","102,511","105,182","101,980","104,431","103,492","103,493","91,013","102,330","101,511","111,050","109,691","112,552","109,120","111,741","110,742","109,703",105,"89,644",227,"11,446","1,926",145,2071,3641.7362415328303,AADT,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/1,,,,,,,,,,,,,,,,,,,,,,
