screenline_id,tract_pair_id,screenline_family,assignment_quality,assignment_status,LOCATION_ID,COUNTY_DESC,ROADNAME,ID_PREFIX,ID_RTE_NO,ID_MP,STATION_DESC,ROAD_SECTION,PEAK_HOUR_DIRECTION,NUM_LANES,COUNTED_FACTORED,AADT_2017,AADT_2018,AAWDT_2017,AAWDT_2018,K_FACTOR,D_FACTOR,NORTH_EAST_SPLIT,SOUTH_WEST_SPLIT,station_tract_geoid,adjacent_tract_geoid,station_county_geoid,adjacent_county_geoid,station_to_shared_boundary_m,shared_boundary_length_m,n_adjacent_tract_candidates_within_buffer,longitude,latitude,LINK,BEGIN_SECTION,END_SECTION,RURAL_URBAN,F_SYSTEM,F_SYSTEM_DESC,MAIN_LINE,AADT,AAWDT,TRUCK_AADT,station_class,is_mainline,is_ramp,candidate_reason,candidate_for_tract_screenline_seed,AADT_2017_NUM,AADT_2018_NUM,AAWDT_2017_NUM,AAWDT_2018_NUM,AADT_NUM,AAWDT_NUM,NUM_LANES_NUM,MAIN_LINE_NUM,ID_RTE_NO_NUM,K_FACTOR_NUM,D_FACTOR_NUM,tract_index,station_tract_label,tract_a_geoid,tract_b_geoid,station_county_name,adjacent_county_name,station_to_containing_tract_boundary_m,validation_observed_daily_field_preferred,validation_model_flow_definition
sl_S2000160226_24033801904__24033801906,24033801904__24033801906,other_adjacent_tract_pair,medium,accepted,S2000160226,Prince George's,Forestville Rd,CO,483.0,0.15,Forestville Rd South Of Rena Rd,Allentown Rd To Ritchie Rd,South,3.0,C,13255.0,13145.0,14185.0,14075.0,6.32,62.95,38.44,61.56,24033801906,24033801904,24033,24033,98.94482401342806,1606.5678267636235,1,-76.87867886310093,38.82844812586259,https://maps.roads.maryland.gov/itms_public/?stationid=S2000160226,0.0,1.61,Urban,4.0,Minor Arterial,1.0,12380.0,13120.0,352.0,S,True,False,pg_dc_spatial,True,13255.0,13145.0,14185.0,14075.0,12380.0,13120.0,3.0,1.0,483.0,6.32,62.95,542,Census Tract 8019.06,24033801906,24033801904,"Prince George's County, MD","Prince George's County, MD",98.94482401342806,AADT_2018,daily vehicle trips whose OD path crosses this tract-pair boundary; direct adjacent OD only is stricter and will undercount through traffic
sl_B150059_24031701407__24031701507,24031701407__24031701507,other_adjacent_tract_pair,high,accepted,B150059,Montgomery,Bonifant Rd,CO,76.0,0.1,Bonifant Rd-.10 Mi W Of Md650 ,Md 650 To Md 182,East,3.0,F,12865.0,12460.0,13775.0,13330.0,9.31,52.45,49.99,50.01,24031701407,24031701507,24031,24031,1.3751414535138564,3755.960926094515,1,-77.00367935044454,39.095434290619984,https://maps.roads.maryland.gov/itms_public/?stationid=B150059,0.0,2.47,Urban,4.0,Minor Arterial,1.0,12461.0,13211.0,,B,True,False,montgomery_dc_spatial;pg_montgomery_spatial,True,12865.0,12460.0,13775.0,13330.0,12461.0,13211.0,3.0,1.0,76.0,9.31,52.45,1401,Census Tract 7014.07,24031701407,24031701507,"Montgomery County, MD","Montgomery County, MD",1.3751414535138564,AADT_2018,daily vehicle trips whose OD path crosses this tract-pair boundary; direct adjacent OD only is stricter and will undercount through traffic
sl_S2012161223_24033804001__24033804002,24033804001__24033804002,other_adjacent_tract_pair,high,accepted,S2012161223,Prince George's,Emerson St #1                           ,MU,51.0,0.05,Emerson St #1 - Between 57th Ave & 56th Pl,Emerson St (back) To 57th Ave,West,2.0,F,5945.0,5980.0,6305.0,6340.0,7.79,50.57,49.3,50.7,24033804001,24033804002,24033,24033,2.7970008022408894,1024.5533313251979,2,-76.91735409211357,38.94674461532664,https://maps.roads.maryland.gov/itms_public/?stationid=S2012161223,0.0,0.11,Urban,5.0,Major Collector,1.0,5981.0,6581.0,,S,True,False,pg_dc_spatial;pg_montgomery_spatial,True,5945.0,5980.0,6305.0,6340.0,5981.0,6581.0,2.0,1.0,51.0,7.79,50.57,515,Census Tract 8040.01,24033804001,24033804002,"Prince George's County, MD","Prince George's County, MD",2.7970008022408894,AADT_2018,daily vehicle trips whose OD path crosses this tract-pair boundary; direct adjacent OD only is stricter and will undercount through traffic
sl_S2017160352_24033803300__24033803401,24033803300__24033803401,other_adjacent_tract_pair,medium,accepted,S2017160352,Prince George's,Greenleaf Rd,CO,1231.0,0.04,Greenleaf Rd - Between Md 704 & Muncy Rd,Md 704 To Road End,East,2.0,F,4070.0,4031.0,4310.0,4271.0,8.15,52.41,48.09,51.91,24033803401,24033803300,24033,24033,68.4514493291031,851.0454396830157,2,-76.87737984979276,38.92051529194741,https://maps.roads.maryland.gov/itms_public/?stationid=S2017160352,0.0,0.44,Urban,6.0,Minor Collector,1.0,4032.0,4442.0,88.0,S,True,False,pg_dc_spatial,True,4070.0,4031.0,4310.0,4271.0,4032.0,4442.0,2.0,1.0,1231.0,8.15,52.41,609,Census Tract 8034.01,24033803401,24033803300,"Prince George's County, MD","Prince George's County, MD",68.4514493291031,AADT_2018,daily vehicle trips whose OD path crosses this tract-pair boundary; direct adjacent OD only is stricter and will undercount through traffic
sl_S2012150813_24031701205__24031701213,24031701205__24031701213,other_adjacent_tract_pair,medium,accepted,S2012150813,Montgomery,Tilden La,CO,3016.0,1.41,Tilden La - .10 Mi West Of Md 187,Cul De Sac To Old Georgetown Rd,East,2.0,F,6095.0,5780.0,6465.0,6130.0,10.58,55.3,49.52,50.48,24031701205,24031701213,24031,24031,95.80206036352315,1209.1726566629995,2,-77.1218807768635,39.04467259861305,https://maps.roads.maryland.gov/itms_public/?stationid=S2012150813,0.0,1.48,Urban,5.0,Major Collector,1.0,5781.0,6361.0,,S,True,False,montgomery_dc_spatial,True,6095.0,5780.0,6465.0,6130.0,5781.0,6361.0,2.0,1.0,3016.0,10.58,55.3,554,Census Tract 7012.05,24031701205,24031701213,"Montgomery County, MD","Montgomery County, MD",95.80206036352315,AADT_2018,daily vehicle trips whose OD path crosses this tract-pair boundary; direct adjacent OD only is stricter and will undercount through traffic
sl_B3163_24033806713__24033806800,24033806713__24033806800,other_adjacent_tract_pair,high,accepted,B3163,Prince George's,Greenbelt Rd,MD,193.0,5.68,Md193-.15 Mi W Of Md201,Us 1 To Md 201,East,5.0,F,49032.0,49910.0,52462.0,53400.0,7.6,55.29,50.89,49.11,24033806713,24033806800,24033,24033,1.924850929011028,847.9235284277535,2,-76.90299180668981,38.9963718343106,https://maps.roads.maryland.gov/itms_public/?stationid=B3163,4.09,5.83,Urban,3.0,Principal Arterial Other,1.0,49911.0,52911.0,,B,True,False,pg_montgomery_route;pg_dc_spatial;pg_montgomery_spatial,True,49032.0,49910.0,52462.0,53400.0,49911.0,52911.0,5.0,1.0,193.0,7.6,55.29,901,Census Tract 8067.13,24033806713,24033806800,"Prince George's County, MD","Prince George's County, MD",1.924850929011028,AADT_2018,daily vehicle trips whose OD path crosses this tract-pair boundary; direct adjacent OD only is stricter and will undercount through traffic
sl_S2012161165_24033802002__24033802103,24033802002__24033802103,other_adjacent_tract_pair,medium,accepted,S2012161165,Prince George's,Surrey Service Dr,CO,2832.0,0.08,Surrey Service Dr - .10 Mi East Of Parkland Dr,Parkland Dr To Surrey Service Dr (ahead),East,2.0,F,8085.0,8120.0,8575.0,8610.0,8.53,62.99,54.14,45.86,24033802002,24033802103,24033,24033,83.63912165742651,773.9942455183675,2,-76.90460661824454,38.84909798283186,https://maps.roads.maryland.gov/itms_public/?stationid=S2012161165,0.0,0.37,Urban,7.0,Local,1.0,8121.0,8931.0,,S,True,False,pg_dc_spatial,True,8085.0,8120.0,8575.0,8610.0,8121.0,8931.0,2.0,1.0,2832.0,8.53,62.99,544,Census Tract 8020.02,24033802002,24033802103,"Prince George's County, MD","Prince George's County, MD",83.63912165742651,AADT_2018,daily vehicle trips whose OD path crosses this tract-pair boundary; direct adjacent OD only is stricter and will undercount through traffic
sl_S2012161095_24033802700__24033802901,24033802700__24033802901,other_adjacent_tract_pair,high,accepted,S2012161095,Prince George's,Davey St,CO,297.0,0.04,Davey St - Between Capitol Heights Blvd & Wasington Dc Line,Md 214 To Road End,West,2.0,F,5965.0,7410.0,6325.0,7860.0,10.13,69.36,47.79,52.21,24033802901,24033802700,24033,24033,39.26007161220668,1201.8437740187708,1,-76.90961194207446,38.88974588404195,https://maps.roads.maryland.gov/itms_public/?stationid=S2012161095,0.0,0.21,Urban,7.0,Local,1.0,7411.0,8151.0,,S,True,False,pg_dc_spatial,True,5965.0,7410.0,6325.0,7860.0,7411.0,8151.0,2.0,1.0,297.0,10.13,69.36,508,Census Tract 8029.01,24033802901,24033802700,"Prince George's County, MD","Prince George's County, MD",39.26007161220668,AADT_2018,daily vehicle trips whose OD path crosses this tract-pair boundary; direct adjacent OD only is stricter and will undercount through traffic
sl_S2012150693_24031706009__24031706013,24031706009__24031706013,other_adjacent_tract_pair,medium,accepted,S2012150693,Montgomery,Seven Locks Rd,CO,148.0,1.18,Seven Locks Rd - .10 Mile South Of Md 190,Lilly Stone Dr To Md 190,North,2.0,F,9745.0,9780.0,10335.0,10370.0,11.5,65.15,52.5,47.5,24031706009,24031706013,24031,24031,70.31869398235393,1249.024882761015,1,-77.16165901217923,38.99162784532312,https://maps.roads.maryland.gov/itms_public/?stationid=S2012150693,0.94,1.24,Urban,5.0,Major Collector,1.0,9781.0,10761.0,,S,True,False,montgomery_dc_spatial,True,9745.0,9780.0,10335.0,10370.0,9781.0,10761.0,2.0,1.0,148.0,11.5,65.15,1389,Census Tract 7060.09,24031706009,24031706013,"Montgomery County, MD","Montgomery County, MD",70.31869398235393,AADT_2018,daily vehicle trips whose OD path crosses this tract-pair boundary; direct adjacent OD only is stricter and will undercount through traffic
sl_B3166_24033806710__24033806712,24033806710__24033806712,other_adjacent_tract_pair,high,accepted,B3166,Prince George's,Greenbelt Rd,MD,193.0,7.35,Md193-.10 Mi E Of Hanover Pkwy,Md 295 To Good Luck Rd,East,5.0,F,55822.0,55323.0,59732.0,59203.0,8.14,60.25,50.85,49.15,24033806710,24033806712,24033,24033,14.64396313540772,1857.5462473414239,1,-76.87255119313821,38.99354863692678,https://maps.roads.maryland.gov/itms_public/?stationid=B3166,6.88,9.4,Urban,3.0,Principal Arterial Other,1.0,55324.0,58644.0,3836.0,B,True,False,pg_montgomery_route;pg_dc_spatial;pg_montgomery_spatial,True,55822.0,55323.0,59732.0,59203.0,55324.0,58644.0,5.0,1.0,193.0,8.14,60.25,309,Census Tract 8067.10,24033806710,24033806712,"Prince George's County, MD","Prince George's County, MD",14.64396313540772,AADT_2018,daily vehicle trips whose OD path crosses this tract-pair boundary; direct adjacent OD only is stricter and will undercount through traffic
sl_B2952_24031701002__24031701006,24031701002__24031701006,other_adjacent_tract_pair,high,accepted,B2952,Montgomery,Falls Rd,MD,189.0,4.67,Md189-.20 Mi S Of Is270,Wootten Pkwy To Is 270,North,4.0,F,26690.0,26451.0,28560.0,28301.0,8.15,57.89,48.98,51.02,24031701002,24031701006,24031,24031,0.7997626315493565,687.1879925073016,1,-77.16671218117948,39.0718071449989,https://maps.roads.maryland.gov/itms_public/?stationid=B2952,4.44,4.86,Urban,4.0,Minor Arterial,1.0,27562.0,28042.0,,B,True,False,montgomery_dc_spatial,True,26690.0,26451.0,28560.0,28301.0,27562.0,28042.0,4.0,1.0,189.0,8.15,57.89,210,Census Tract 7010.02,24031701002,24031701006,"Montgomery County, MD","Montgomery County, MD",0.7997626315493565,AADT_2018,daily vehicle trips whose OD path crosses this tract-pair boundary; direct adjacent OD only is stricter and will undercount through traffic
sl_S2012161197_24033807404__24033807405,24033807404__24033807405,other_adjacent_tract_pair,medium,accepted,S2012161197,Prince George's,34th Pl,CO,4160.0,0.19,34th Pl - Between Kenny St & Powder Mill Rd,Montgomery Rd To Powder Mill Rd,North,2.0,C,334.0,335.0,354.0,365.0,7.83,58.97,55.88,44.12,24033807405,24033807404,24033,24033,66.11052269275993,4787.634547448448,1,-76.92304294134821,39.05034792059578,https://maps.roads.maryland.gov/itms_public/?stationid=S2012161197,0.0,0.225,Urban,5.0,Major Collector,1.0,450.0,500.0,16.0,S,True,False,pg_dc_spatial;pg_montgomery_spatial,True,334.0,335.0,354.0,365.0,450.0,500.0,2.0,1.0,4160.0,7.83,58.97,181,Census Tract 8074.05,24033807405,24033807404,"Prince George's County, MD","Prince George's County, MD",66.11052269275993,AADT_2018,daily vehicle trips whose OD path crosses this tract-pair boundary; direct adjacent OD only is stricter and will undercount through traffic
sl_B2733_24031702800__24031702900,24031702800__24031702900,other_adjacent_tract_pair,high,accepted,B2733,Montgomery,Georgia Ave,MD,97.0,0.82,Md97-.10 Mi S Of Md390,Us 29/md 384 To Seminary Road,South,6.0,F,39442.0,33350.0,42202.0,35690.0,7.55,62.83,47.04,52.96,24031702900,24031702800,24031,24031,4.147381326675119,1797.7823211455955,1,-77.0379254341522,39.00524336180029,https://maps.roads.maryland.gov/itms_public/?stationid=B2733,0.0,1.1,Urban,3.0,Principal Arterial Other,1.0,33351.0,35351.0,729.0,B,True,False,montgomery_dc_route;montgomery_dc_spatial;pg_montgomery_spatial,True,39442.0,33350.0,42202.0,35690.0,33351.0,35351.0,6.0,1.0,97.0,7.55,62.83,344,Census Tract 7029,24031702900,24031702800,"Montgomery County, MD","Montgomery County, MD",4.147381326675119,AADT_2018,daily vehicle trips whose OD path crosses this tract-pair boundary; direct adjacent OD only is stricter and will undercount through traffic
sl_B3211_24033805000__24033805202,24033805000__24033805202,other_adjacent_tract_pair,high,accepted,B3211,Prince George's,Riggs Rd,MD,212.0,1.03,Md212-.10 Mi N Of Sargent Rd,Sargent Rd To Md 410,North,6.0,F,34960.0,34651.0,37410.0,37081.0,7.62,62.86,49.92,50.08,24033805000,24033805202,24033,24033,15.160375413044322,859.8704982461885,2,-76.98240087635953,38.96991609231475,https://maps.roads.maryland.gov/itms_public/?stationid=B3211,0.93,1.26,Urban,4.0,Minor Arterial,1.0,34652.0,36732.0,780.0,B,True,False,pg_dc_route;pg_montgomery_route;pg_dc_spatial;pg_montgomery_spatial,True,34960.0,34651.0,37410.0,37081.0,34652.0,36732.0,6.0,1.0,212.0,7.62,62.86,1497,Census Tract 8050,24033805000,24033805202,"Prince George's County, MD","Prince George's County, MD",15.160375413044322,AADT_2018,daily vehicle trips whose OD path crosses this tract-pair boundary; direct adjacent OD only is stricter and will undercount through traffic
sl_B3219_24033802204__24033803519,24033802204__24033803519,other_adjacent_tract_pair,high,accepted,B3219,Prince George's,Central Ave,MD,214.0,3.37,Md214-.30 Mi W Of Is95,Md 332 To Is 95,East,6.0,F,53460.0,52981.0,57200.0,56691.0,7.32,60.96,50.22,49.78,24033802204,24033803519,24033,24033,17.83364714626781,1379.4815921831548,1,-76.85238748071009,38.89071051065573,https://maps.roads.maryland.gov/itms_public/?stationid=B3219,0.8,3.67,Urban,3.0,Principal Arterial Other,1.0,55212.0,56162.0,,B,True,False,pg_dc_route;pg_dc_spatial,True,53460.0,52981.0,57200.0,56691.0,55212.0,56162.0,6.0,1.0,214.0,7.32,60.96,1505,Census Tract 8022.04,24033802204,24033803519,"Prince George's County, MD","Prince George's County, MD",17.83364714626781,AADT_2018,daily vehicle trips whose OD path crosses this tract-pair boundary; direct adjacent OD only is stricter and will undercount through traffic
sl_B160112_24033800108__24033800213,24033800108__24033800213,other_adjacent_tract_pair,high,accepted,B160112,Prince George's,Washington Blvd (sb Couplet),US,1.0,0.85,Us1-.20 Mi S Of Md198 (one Way Couplet Sb - Nb See B160111),Md 198 Talbot Ave (wb/l) To Domer Ave,South,3.0,C,21411.0,21222.0,22911.0,22712.0,7.56,100.0,0.0,100.0,24033800213,24033800108,24033,24033,0.24028078322286114,818.6616016334411,3,-76.85183439517617,39.09635551875985,https://maps.roads.maryland.gov/itms_public/?stationid=B160112,0.566,1.008,Urban,3.0,Principal Arterial Other,1.0,22310.0,23650.0,549.0,B,True,False,pg_dc_route;pg_montgomery_spatial,True,21411.0,21222.0,22911.0,22712.0,22310.0,23650.0,3.0,1.0,1.0,7.56,100.0,446,Census Tract 8002.13,24033800213,24033800108,"Prince George's County, MD","Prince George's County, MD",0.24028078322286114,AADT_2018,daily vehicle trips whose OD path crosses this tract-pair boundary; direct adjacent OD only is stricter and will undercount through traffic
sl_S2012161092_24033805904__24033807200,24033805904__24033807200,other_adjacent_tract_pair,high,accepted,S2012161092,Prince George's,Adelphi Rd,CO,232.0,1.49,Adelphi Rd - Between Md 193 & Cool Spring Rd,Metzerott Rd To Md 193,North,5.0,F,24505.0,25440.0,26225.0,27220.0,8.69,56.41,50.02,49.98,24033807200,24033805904,24033,24033,0.9663151527607269,2128.402778932343,3,-76.95637620287822,38.98714000633879,https://maps.roads.maryland.gov/itms_public/?stationid=S2012161092,0.26,1.54,Urban,4.0,Minor Arterial,1.0,25441.0,26971.0,,S,True,False,pg_dc_spatial;pg_montgomery_spatial,True,24505.0,25440.0,26225.0,27220.0,25441.0,26971.0,5.0,1.0,232.0,8.69,56.41,1523,Census Tract 8072,24033807200,24033805904,"Prince George's County, MD","Prince George's County, MD",0.9663151527607269,AADT_2018,daily vehicle trips whose OD path crosses this tract-pair boundary; direct adjacent OD only is stricter and will undercount through traffic
sl_S2012150953_24031701006__24031701007,24031701006__24031701007,other_adjacent_tract_pair,medium,accepted,S2012150953,Montgomery,Hurley Ave,MU,1475.0,0.04,Hurley Ave - Between Md 28 & Watts Branch Pkwy,W Montgomery Ave To Eton Overlook,South,3.0,F,6645.0,5940.0,7045.0,6300.0,8.7,54.92,48.29,51.71,24031701006,24031701007,24031,24031,73.57140070514019,2262.45967063154,1,-77.17853494726133,39.08895554391749,https://maps.roads.maryland.gov/itms_public/?stationid=S2012150953,0.0,0.83,Urban,6.0,Minor Collector,1.0,5941.0,6541.0,,S,True,False,montgomery_dc_spatial,True,6645.0,5940.0,7045.0,6300.0,5941.0,6541.0,3.0,1.0,1475.0,8.7,54.92,896,Census Tract 7010.06,24031701006,24031701007,"Montgomery County, MD","Montgomery County, MD",73.57140070514019,AADT_2018,daily vehicle trips whose OD path crosses this tract-pair boundary; direct adjacent OD only is stricter and will undercount through traffic
sl_B160077_24033806708__24033806712,24033806708__24033806712,other_adjacent_tract_pair,low_review,accepted,B160077,Prince George's,South Way,MD,193.0,0.1,Md193a-between Md193 & Md295 Ramps,Md 193 To 8 Court Southway Rd,East,4.0,C,26381.0,26142.0,27961.0,27712.0,7.49,65.59,62.11,37.89,24033806708,24033806712,24033,24033,115.11292321073117,2177.310215388686,2,-76.88075256644214,38.99608445518281,https://maps.roads.maryland.gov/itms_public/?stationid=B160077,0.0,0.16,Urban,5.0,Major Collector,1.0,23730.0,26100.0,658.0,B,True,False,pg_montgomery_route;pg_dc_spatial;pg_montgomery_spatial,True,26381.0,26142.0,27961.0,27712.0,23730.0,26100.0,4.0,1.0,193.0,7.49,65.59,303,Census Tract 8067.08,24033806708,24033806712,"Prince George's County, MD","Prince George's County, MD",115.11292321073117,AADT_2018,daily vehicle trips whose OD path crosses this tract-pair boundary; direct adjacent OD only is stricter and will undercount through traffic
sl_B2907_24031703404__24031703601,24031703404__24031703601,other_adjacent_tract_pair,high,accepted,B2907,Montgomery,Veirs Mill Rd,MD,586.0,4.11,Md586-.10 Mi E Of Md185,Md 185 To Md 193,East,6.0,F,39342.0,38120.0,42102.0,40790.0,8.5,52.12,49.39,50.61,24031703404,24031703601,24031,24031,0.16000469704082862,390.86522298123464,3,-77.07348098396466,39.05067206714612,https://maps.roads.maryland.gov/itms_public/?stationid=B2907,4.01,5.36,Urban,3.0,Principal Arterial Other,1.0,38121.0,40411.0,,B,True,False,montgomery_dc_spatial;pg_montgomery_spatial,True,39342.0,38120.0,42102.0,40790.0,38121.0,40411.0,6.0,1.0,586.0,8.5,52.12,1398,Census Tract 7034.04,24031703404,24031703601,"Montgomery County, MD","Montgomery County, MD",0.16000469704082862,AADT_2018,daily vehicle trips whose OD path crosses this tract-pair boundary; direct adjacent OD only is stricter and will undercount through traffic
sl_B3176_24033800208__24033800211,24033800208__24033800211,other_adjacent_tract_pair,high,accepted,B3176,Prince George's,Laurel Bowie Rd,MD,197.0,12.14,Md197-.30 Mi N Of Md295,Md 295 To Contee Rd,South,5.0,C,50561.0,50112.0,54101.0,53622.0,7.72,51.92,47.12,52.88,24033800211,24033800208,24033,24033,17.08641781174596,1363.1949453848795,1,-76.8392436521714,39.06277951346071,https://maps.roads.maryland.gov/itms_public/?stationid=B3176,11.866,13.07,Urban,3.0,Principal Arterial Other,1.0,49610.0,52590.0,,B,True,False,pg_dc_spatial;pg_montgomery_spatial,True,50561.0,50112.0,54101.0,53622.0,49610.0,52590.0,5.0,1.0,197.0,7.72,51.92,1543,Census Tract 8002.11,24033800211,24033800208,"Prince George's County, MD","Prince George's County, MD",17.08641781174596,AADT_2018,daily vehicle trips whose OD path crosses this tract-pair boundary; direct adjacent OD only is stricter and will undercount through traffic
sl_B2826_24031704803__24031705400,24031704803__24031705400,other_adjacent_tract_pair,medium,accepted,B2826,Montgomery,Bradley La,MD,191.0,6.53,Md191-.10 Mi N Of Md355,Md 355 To Md 185,North,2.0,C,13384.0,13265.0,14324.0,14195.0,9.05,66.39,50.8,49.2,24031705400,24031704803,24031,24031,66.45500181977832,795.5317846447613,2,-77.08877112307573,38.97716478502059,https://maps.roads.maryland.gov/itms_public/?stationid=B2826,6.43,7.16,Urban,4.0,Minor Arterial,1.0,14530.0,15400.0,,B,True,False,montgomery_dc_route;montgomery_dc_spatial;pg_montgomery_spatial,True,13384.0,13265.0,14324.0,14195.0,14530.0,15400.0,2.0,1.0,191.0,9.05,66.39,579,Census Tract 7054,24031705400,24031704803,"Montgomery County, MD","Montgomery County, MD",66.45500181977832,AADT_2018,daily vehicle trips whose OD path crosses this tract-pair boundary; direct adjacent OD only is stricter and will undercount through traffic
sl_S2012150779_24031704700__24031705502,24031704700__24031705502,other_adjacent_tract_pair,medium,accepted,S2012150779,Montgomery,Glenbrook Rd,CO,1126.0,0.15,Glenbrook Rd - Between Md 191 & Manning Dr,Fairfax Rd To Road End,South,2.0,F,2125.0,2520.0,2255.0,2670.0,8.91,51.22,49.29,50.71,24031704700,24031705502,24031,24031,71.46599144288568,309.3875509928812,2,-77.1053379388854,38.97780296756992,https://maps.roads.maryland.gov/itms_public/?stationid=S2012150779,0.0,1.34,Urban,5.0,Major Collector,1.0,2521.0,2771.0,,S,True,False,montgomery_dc_spatial;pg_montgomery_spatial,True,2125.0,2520.0,2255.0,2670.0,2521.0,2771.0,2.0,1.0,1126.0,8.91,51.22,574,Census Tract 7047,24031704700,24031705502,"Montgomery County, MD","Montgomery County, MD",71.46599144288568,AADT_2018,daily vehicle trips whose OD path crosses this tract-pair boundary; direct adjacent OD only is stricter and will undercount through traffic
sl_S2012161185_24033800705__24033800800,24033800705__24033800800,other_adjacent_tract_pair,high,accepted,S2012161185,Prince George's,Duley Station Rd,CO,3646.0,2.95,Duley Station Rd - .10 Mi West Of Md 382,Old Indian Head Rd To Croom Rd,West,2.0,F,1195.0,1120.0,1275.0,1190.0,8.24,57.28,48.42,51.58,24033800800,24033800705,24033,24033,2.8252702556179763,6156.672406991478,1,-76.76568391486354,38.751126357994885,https://maps.roads.maryland.gov/itms_public/?stationid=S2012161185,0.0,3.1,Urban,6.0,Minor Collector,1.0,1131.0,1201.0,,S,True,False,pg_dc_spatial,True,1195.0,1120.0,1275.0,1190.0,1131.0,1201.0,2.0,1.0,3646.0,8.24,57.28,1496,Census Tract 8008,24033800800,24033800705,"Prince George's County, MD","Prince George's County, MD",2.8252702556179763,AADT_2018,daily vehicle trips whose OD path crosses this tract-pair boundary; direct adjacent OD only is stricter and will undercount through traffic
sl_S2012150911_24031704300__24031704401,24031704300__24031704401,other_adjacent_tract_pair,high,accepted,S2012150911,Montgomery,No Name,GV,53.0,0.01,No Name/spur - Between No Name/(grosvenor La ) & Beach Dr,Gv 48 (start Of Inventory) To Beach Dr,East,2.0,F,6985.0,6925.0,7405.0,7345.0,12.82,64.18,43.17,56.83,24031704401,24031704300,24031,24031,37.0315041253447,1017.6746466345069,3,-77.10207919149612,39.02194248550558,https://maps.roads.maryland.gov/itms_public/?stationid=S2012150911,0.0,0.015,Urban,5.0,Major Collector,1.0,6935.0,7635.0,,S,True,False,montgomery_dc_spatial;pg_montgomery_spatial,True,6985.0,6925.0,7405.0,7345.0,6935.0,7635.0,2.0,1.0,53.0,12.82,64.18,559,Census Tract 7044.01,24031704401,24031704300,"Montgomery County, MD","Montgomery County, MD",37.0315041253447,AADT_2018,daily vehicle trips whose OD path crosses this tract-pair boundary; direct adjacent OD only is stricter and will undercount through traffic
sl_B3181_24033806501__24033806601,24033806501__24033806601,other_adjacent_tract_pair,high,accepted,B3181,Prince George's,Kenilworth Ave,MD,201.0,3.7,Md201-.20 Mi S Of Md410,Decatur St To Md 410,South,4.0,F,33472.0,33610.0,35822.0,35960.0,6.97,57.62,48.62,51.38,24033806601,24033806501,24033,24033,14.858032232627286,816.2573172382134,1,-76.92094973737882,38.95775254232031,https://maps.roads.maryland.gov/itms_public/?stationid=B3181,2.87,3.9,Urban,3.0,Principal Arterial Other,1.0,33611.0,35631.0,2427.0,B,True,False,pg_dc_route;pg_dc_spatial;pg_montgomery_spatial,True,33472.0,33610.0,35822.0,35960.0,33611.0,35631.0,4.0,1.0,201.0,6.97,57.62,1549,Census Tract 8066.01,24033806601,24033806501,"Prince George's County, MD","Prince George's County, MD",14.858032232627286,AADT_2018,daily vehicle trips whose OD path crosses this tract-pair boundary; direct adjacent OD only is stricter and will undercount through traffic
sl_S2012161200_24033803513__24033803527,24033803513__24033803527,other_adjacent_tract_pair,medium,accepted,S2012161200,Prince George's,Campus Way South,CO,4638.0,0.64,Campus Way South - Between Md 202 & College Station Dr,Md 202 Largo Rd To Co 3465 Harry S Truman Dr,South,4.0,F,17425.0,16630.0,18475.0,17630.0,8.72,52.77,50.04,49.96,24033803513,24033803527,24033,24033,71.82940361740495,1624.510575266727,1,-76.82553107597184,38.890329811072014,https://maps.roads.maryland.gov/itms_public/?stationid=S2012161200,0.59,1.24,Urban,5.0,Major Collector,1.0,16831.0,18291.0,,S,True,False,pg_dc_spatial,True,17425.0,16630.0,18475.0,17630.0,16831.0,18291.0,4.0,1.0,4638.0,8.72,52.77,471,Census Tract 8035.13,24033803513,24033803527,"Prince George's County, MD","Prince George's County, MD",71.82940361740495,AADT_2018,daily vehicle trips whose OD path crosses this tract-pair boundary; direct adjacent OD only is stricter and will undercount through traffic
sl_B3283_24033800408__24033803516,24033800408__24033803516,other_adjacent_tract_pair,high,accepted,B3283,Prince George's,Annapolis Rd,MD,450.0,8.59,Md450-.20 Mi W Of Md193,Md 704 To Md 193,East,6.0,F,29290.0,29031.0,31340.0,31061.0,8.91,61.96,48.71,51.29,24033800408,24033803516,24033,24033,2.8589699936348856,2024.096330744494,1,-76.8005214987616,38.95975178511979,https://maps.roads.maryland.gov/itms_public/?stationid=B3283,7.32,8.79,Urban,3.0,Principal Arterial Other,1.0,29032.0,30772.0,1158.0,B,True,False,pg_dc_route;pg_dc_spatial;pg_montgomery_spatial,True,29290.0,29031.0,31340.0,31061.0,29032.0,30772.0,6.0,1.0,450.0,8.91,61.96,1524,Census Tract 8004.08,24033800408,24033803516,"Prince George's County, MD","Prince George's County, MD",2.8589699936348856,AADT_2018,daily vehicle trips whose OD path crosses this tract-pair boundary; direct adjacent OD only is stricter and will undercount through traffic
